"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"45","Courtland Sutton (DEN)","109","20.2","64","829","13.0","11","2","1","5","0","0","15","95.4","6.4","94.9%"
"46","Diontae Johnson (FA)","147","0","86","882","10.3","7","0","7","25","0","0","17","94.7","5.6","3.1%"
"47","Marquise Brown (KC)","107","17.6","67","709","10.6","9","3","1","1","0","0","12","89.0","7.4","23.1%"
"48","Brandin Cooks (BUF)","93","17","57","699","12.3","13","3","2","7","0","0","13","88.6","6.8","1.9%"
"49","DeAndre Hopkins (BAL)","96","20.8","64","717","11.2","8","3","0","0","0","1","9","87.7","9.7","4.3%"
"50","Parris Campbell (DAL)","91","16.9","63","623","9.9","7","3","5","58","0","0","17","86.1","5.1","0.0%"
"51","Darius Slayton (NYG)","71","14.2","46","724","15.7","12","2","0","0","0","1","15","82.4","5.5","31.5%"
"52","Marquez Valdes-Scantling (PIT)","81","14.7","42","687","16.4","13","2","1","-3","0","0","17","80.4","4.7","1.1%"
"53","Devin Duvernay (CHI)","49","13.7","37","407","11.0","6","3","12","84","1","0","14","79.1","5.7","0.6%"
"54","Isaiah McKenzie (FA)","66","0","42","423","10.1","4","4","9","55","1","0","16","77.8","4.9","0.0%"
"55","Richie James Jr. (FA)","70","0","57","569","10.0","3","4","2","6","0","3","16","75.5","4.7","0.0%"
"56","Russell Gage Jr. (FA)","70","0","51","426","8.4","3","5","0","0","0","1","13","72.6","5.6","0.0%"
"57","Rashid Shaheed (SEA)","34","6.1","28","488","17.4","6","2","4","57","1","0","12","72.5","6.0","56.2%"
"58","DeVante Parker (FA)","47","0","31","539","17.4","10","3","0","0","0","0","13","71.9","5.5","0.0%"
"59","Noah Brown (WAS)","74","14","43","555","12.9","6","3","0","0","0","1","16","71.5","4.5","0.8%"
"60","Alec Pierce (IND)","78","13.5","41","593","14.5","8","2","0","0","0","0","16","71.3","4.5","41.2%"
"61","Marvin Jones Jr. (FA)","81","0","46","529","11.5","6","3","0","0","0","0","16","70.9","4.4","0.0%"
"62","Olamide Zaccheaus (CHI)","61","17","40","533","13.3","9","3","2","7","0","1","17","70.0","4.1","3.1%"
"63","Kalif Raymond (DET)","64","11.7","47","616","13.1","10","0","7","36","0","1","17","69.2","4.1","0.6%"
"64","Mecole Hardman Jr. (BUF)","34","6.1","25","297","11.9","5","4","4","31","2","0","8","68.8","8.6","1.1%"
"65","DJ Chark Jr. (FA)","52","0","30","502","16.7","9","3","0","0","0","0","11","68.2","6.2","1.3%"
"66","Chris Moore (WAS)","74","14.1","48","548","11.4","9","2","3","3","0","0","15","67.1","4.5","0.8%"
"67","Michael Gallup (FA)","74","0","39","424","10.9","4","4","0","0","0","0","14","66.4","4.7","1.1%"
"68","DeAndre Carter (CLE)","65","13","46","538","11.7","10","3","2","-15","0","2","17","66.3","3.9","0.0%"
"69","Josh Reynolds (NYJ)","59","10","38","479","12.6","8","3","0","0","0","0","12","65.9","5.5","2.1%"
"70","Corey Davis (FA)","64","0","32","536","16.8","7","2","0","0","0","0","13","65.6","5.0","0.0%"
"71","Isaiah Hodgins (NYG)","48","9.7","37","392","10.6","4","4","0","0","0","1","9","63.2","7.0","2.2%"
"72","Marquise Goodwin (FA)","42","0","27","387","14.3","9","4","2","5","0","0","13","63.2","4.9","0.0%"
"73","Robert Woods (FA)","91","0","53","527","9.9","3","2","0","0","0","1","17","62.7","3.7","1.2%"
"74","Darnell Mooney (ATL)","61","15.5","40","493","12.3","7","2","1","2","0","0","11","61.5","5.6","53.6%"
"75","Greg Dortch (ARI)","64","10.2","52","467","9.0","5","2","7","44","0","1","16","61.1","3.8","2.3%"
"76","Nico Collins (HOU)","66","11.8","37","481","13.0","8","2","0","0","0","0","10","60.1","6.0","99.2%"
"77","Romeo Doubs (GB)","67","12.4","42","425","10.1","7","3","1","11","0","1","13","59.6","4.6","51.0%"
"78","Chase Claypool (FA)","79","0","46","451","9.8","7","1","9","59","0","1","15","59.0","3.9","1.1%"
"79","Nick Westbrook-Ikhine (MIA)","50","9","25","397","15.9","5","3","0","0","0","0","16","57.7","3.6","1.0%"
"80","Demarcus Robinson (SF)","75","15","48","458","9.5","4","2","0","0","0","1","16","55.8","3.5","1.1%"
"81","Treylon Burks (WAS)","54","10.1","33","444","13.5","8","1","4","47","0","0","11","55.1","5.0","0.6%"
"82","Terrace Marshall Jr. (FA)","47","0","28","490","17.5","10","1","0","0","0","0","13","55.0","4.2","1.0%"
"83","Van Jefferson (TEN)","44","10","24","369","15.4","7","3","0","0","0","0","10","54.9","5.5","0.9%"
"84","Trent Sherfield Sr. (NE)","51","10.2","30","417","13.9","5","2","0","0","0","0","16","53.7","3.4","0.0%"
"85","Kendrick Bourne (SF)","48","9.6","35","434","12.4","6","1","6","39","0","0","16","53.3","3.3","4.0%"
"86","Allen Robinson II (FA)","52","0","33","339","10.3","3","3","0","0","0","0","10","51.9","5.2","1.4%"
"87","Quez Watkins (PHI)","51","10.2","33","354","10.7","5","3","3","1","0","1","17","51.5","3.0","0.0%"
"88","Elijah Moore (DEN)","65","12.1","37","446","12.1","8","1","5","5","0","0","16","51.1","3.2","0.6%"
"89","Jamal Agnew (FA)","30","0","23","187","8.1","1","3","12","86","0","0","15","49.3","3.3","0.1%"
"90","Trenton Irwin (FA)","23","0","15","231","15.4","3","4","1","11","0","0","9","48.2","5.4","0.0%"
"91","Randall Cobb (FA)","50","0","34","417","12.3","7","1","0","0","0","0","13","47.7","3.7","1.1%"
"92","Jauan Jennings (SF)","56","11.2","35","416","11.9","3","1","0","0","0","0","16","47.6","3.0","87.5%"
"93","Rondale Moore (MIN)","56","8.7","41","414","10.1","6","1","6","-5","0","0","8","46.9","5.9","1.2%"
"94","Julio Jones (FA)","43","0","24","299","12.5","3","2","5","45","0","0","10","46.4","4.6","0.6%"
"95","Dante Pettis (NO)","41","8.2","19","245","12.9","2","3","2","37","0","0","17","46.2","2.7","0.6%"
"96","Laviska Shenault Jr. (FA)","32","0","27","272","10.1","3","1","9","65","1","0","13","45.7","3.5","0.0%"
"97","Ben Skowronek (PIT)","61","11","39","376","9.6","5","0","1","17","1","0","14","45.3","3.2","0.1%"
"98","Tutu Atwell (LAR)","35","6.9","18","298","16.6","5","1","9","34","1","0","13","45.2","3.5","1.3%"
"99","Tyquan Thornton (KC)","45","7.3","22","247","11.2","4","2","3","16","1","0","12","44.3","3.7","1.2%"
"100","Nelson Agholor (FA)","53","0","31","362","11.7","6","2","0","0","0","2","15","44.2","2.9","1.0%"
"101","Ray-Ray McCloud III (FA)","25","0","14","243","17.4","5","1","4","78","1","0","17","44.1","2.6","0.9%"
"102","Equanimeous St. Brown (FA)","38","0","21","323","15.4","5","1","6","54","0","0","16","43.7","2.7","0.0%"
"103","Justin Watson (HOU)","34","6.5","15","315","21.0","6","2","0","0","0","0","17","43.5","2.6","1.8%"
"104","Hunter Renfrow (FA)","50","0","36","330","9.2","3","2","0","0","0","1","10","43.0","4.3","0.9%"
"105","Kadarius Toney (FA)","20","0","16","171","10.7","4","2","7","82","1","1","9","41.3","4.6","0.6%"
"106","Braxton Berrios (HOU)","32","5.9","18","145","8.1","2","0","9","91","2","0","17","39.7","2.3","0.6%"
"107","Shi Smith (FA)","41","0","22","296","13.5","6","2","0","0","0","1","17","39.6","2.3","0.0%"
"108","Damiere Byrd (FA)","23","0","13","268","20.6","3","2","0","0","0","0","12","38.8","3.2","0.0%"
"109","Rashod Bateman (BAL)","28","6.1","15","285","19.0","5","2","0","0","0","1","6","38.5","6.4","12.6%"
"110","A.J. Green (FA)","47","0","24","236","9.8","1","2","0","0","0","0","13","35.6","2.7","0.7%"
"111","Jarvis Landry (FA)","39","0","25","272","10.9","2","1","0","0","0","0","9","35.2","3.9","7.1%"
"112","Michael Thomas (FA)","22","0","16","171","10.7","2","3","0","0","0","0","3","35.1","11.7","0.7%"
"113","Tre'Quan Smith (FA)","27","0","19","278","14.6","4","1","0","0","0","0","10","33.8","3.4","0.0%"
"114","Kendall Hinton (FA)","33","0","24","311","13.0","5","0","2","13","0","0","11","32.4","2.9","0.0%"
"115","Robbie Chosen (FA)","44","0","20","282","14.1","3","1","0","0","0","1","12","32.2","2.7","0.0%"
"116","Phillip Dorsett II (LV)","40","7.2","20","257","12.9","5","1","0","0","0","0","15","31.7","2.1","0.0%"
"117","Sammy Watkins (FA)","27","0","16","325","20.3","7","0","0","0","0","1","9","30.5","3.4","0.0%"
"118","Wan'Dale Robinson (NYG)","31","6.3","23","227","9.9","0","1","2","-1","0","0","6","28.6","4.8","65.1%"
"119","KhaDarel Hodge (ATL)","20","5.3","13","202","15.5","2","1","0","0","0","0","14","28.2","2.0","0.7%"
"120","Dyami Brown (JAC)","14","2.5","5","143","28.6","2","2","1","15","0","0","9","27.8","3.1","1.7%"
"121","Ashton Dulin (IND)","22","3.7","15","207","13.8","2","1","2","8","0","0","10","27.5","2.8","0.0%"
"122","Velus Jones Jr. (SEA)","14","2.6","7","107","15.3","2","1","9","103","1","3","11","27.0","2.5","0.0%"
"123","Byron Pringle (FA)","16","0","10","135","13.5","3","2","0","0","0","0","10","25.5","2.6","0.0%"
"124","Khalil Shakir (BUF)","20","3.9","10","161","16.1","4","1","0","0","0","0","10","24.1","2.4","81.3%"
"125","Jalen Nailor (MIN)","13","2.2","9","179","19.9","3","1","0","0","0","0","8","23.9","3.0","3.0%"
"126","Brandon Powell (FA)","32","0","24","156","6.5","0","0","17","80","0","0","17","23.6","1.4","1.4%"
"127","Amari Rodgers (FA)","25","0","16","204","12.8","3","1","2","7","0","2","15","23.1","1.5","1.0%"
"128","River Cracraft (FA)","14","0","9","102","11.3","1","2","0","0","0","0","8","22.2","2.8","0.0%"
"129","Marquez Callaway (FA)","32","0","16","158","9.9","2","1","0","0","0","0","10","21.8","2.2","0.0%"
"130","Skyy Moore (SF)","33","6.6","22","250","11.4","2","0","3","24","0","3","16","21.4","1.3","1.9%"
"131","Sterling Shepard (TB)","24","3.4","13","154","11.8","1","1","0","0","0","0","3","21.4","7.1","2.6%"
"132","David Bell (FA)","35","0","24","214","8.9","1","0","0","0","0","0","16","21.4","1.3","0.0%"
"133","Zach Pascal (FA)","19","0","15","150","10.0","2","1","1","0","0","0","15","21.0","1.4","0.0%"
"134","Keelan Cole Sr. (FA)","21","0","10","141","14.1","3","1","0","0","0","0","12","20.1","1.7","0.0%"
"135","Scotty Miller (PIT)","40","7.6","23","185","8.0","2","0","1","8","0","0","12","19.3","1.6","0.1%"
"136","Jalen Reagor (FA)","13","0","8","104","13.0","2","1","4","25","0","0","17","18.9","1.1","0.0%"
"137","KJ Hamler (FA)","14","0","7","165","23.6","3","0","2","23","0","0","7","18.8","2.7","0.0%"
"138","Denzel Mims (FA)","25","0","11","186","16.9","2","0","0","0","0","0","9","18.6","2.1","0.0%"
"139","Lawrence Cager (WAS)","19","3.7","13","118","9.1","1","1","0","0","0","0","6","17.8","3.0","0.0%"
"140","N'Keal Harry (FA)","9","0","7","116","16.6","1","1","0","0","0","0","6","17.6","2.9","0.0%"
"141","Steven Sims Jr. (FA)","23","0","14","104","7.4","1","0","13","70","0","0","12","17.4","1.5","0.0%"
"142","DeSean Jackson (FA)","17","0","9","153","17.0","2","0","0","0","0","0","7","15.3","2.2","0.6%"
"143","Anthony Schwartz (FA)","10","0","4","51","12.8","0","0","4","57","1","1","7","14.8","2.1","0.0%"
"144","Cedrick Wilson Jr. (MIA)","18","3.4","12","136","11.3","2","0","1","8","0","0","13","14.4","1.1","1.1%"
"145","Breshad Perriman (FA)","19","0","9","110","12.2","2","1","2","-7","0","1","8","14.3","1.8","0.0%"
"146","Samori Toure (NO)","10","2","5","82","16.4","2","1","0","0","0","0","4","14.2","3.6","0.0%"
"147","Kenny Golladay (FA)","17","0","6","81","13.5","1","1","0","0","0","0","6","14.1","2.4","4.0%"
"148","Tom Kennedy (DET)","15","2.7","8","141","17.6","2","0","0","0","0","0","7","14.1","2.0","0.6%"
"149","Jameson Williams (DET)","9","1.7","1","41","41.0","1","1","1","40","0","0","6","14.1","2.4","95.9%"
"150","Jeff Smith (FA)","11","0","8","134","16.8","2","0","0","0","0","0","7","13.4","1.9","0.0%"
"151","T.Y. Hilton (FA)","10","0","7","121","17.3","2","0","0","0","0","0","3","12.1","4.0","1.6%"
"152","Jalen Virgil (FA)","5","0","2","75","37.5","1","1","0","0","0","1","7","11.5","1.6","0.0%"
"153","David Sills V (ATL)","17","4.3","11","106","9.6","1","0","0","0","0","0","7","10.6","1.5","0.8%"
"154","John Brown (FA)","2","0","1","42","42.0","1","1","0","0","0","0","2","10.2","5.1","0.0%"
"155","Marcus Johnson (FA)","22","0","9","99","11.0","0","0","0","0","0","0","8","9.9","1.2","0.0%"
"156","Dax Milne (FA)","7","0","6","37","6.2","0","1","0","0","0","0","15","9.7","0.6","0.0%"
"157","Cam Sims (FA)","18","0","8","89","11.1","1","0","0","0","0","0","13","8.9","0.7","0.0%"
"158","Michael Bandy (DEN)","21","4","10","89","8.9","2","0","0","0","0","0","8","8.9","1.1","0.0%"
"159","Brandon Johnson (DEN)","14","2.5","6","42","7.0","0","1","0","0","0","1","5","8.2","1.6","1.0%"
"160","Kevin White (FA)","5","0","2","74","37.0","1","0","0","0","0","0","6","7.4","1.2","0.0%"
"161","Freddie Swain (FA)","6","0","4","74","18.5","1","0","0","0","0","0","3","7.4","2.5","0.0%"
"162","Gunner Olszewski (NYG)","7","1.4","5","53","10.6","1","0","8","39","0","1","15","7.2","0.5","0.2%"
"163","Dee Eskridge (MIA)","13","2.5","7","58","8.3","0","0","2","10","0","0","9","6.8","0.8","0.0%"
"164","Jalen Guyton (FA)","4","0","2","64","32.0","1","0","0","0","0","0","2","6.4","3.2","0.0%"
"165","Jake Kumerow (FA)","7","0","4","64","16.0","1","0","0","0","0","0","5","6.4","1.3","0.0%"
"166","Jamison Crowder (FA)","13","0","6","60","10.0","0","0","0","0","0","0","4","6.0","1.5","1.0%"
"167","Michael Strachan (FA)","9","0","3","59","19.7","2","0","0","0","0","0","6","5.9","1.0","0.0%"
"168","Deven Thompkins (ATL)","10","2.6","5","32","6.4","0","0","2","26","0","0","5","5.8","1.2","0.0%"
"169","Mike Thomas (FA)","10","0","2","38","19.0","1","0","0","0","0","0","5","5.8","1.2","0.0%"
"170","Trent Taylor (SF)","10","2","6","62","10.3","1","0","4","15","0","1","16","5.7","0.4","0.0%"
"171","Cody Hollister (FA)","5","0","3","54","18.0","2","0","0","0","0","0","6","5.4","0.9","0.0%"
"172","James Proche II (TEN)","17","4.1","8","62","7.8","0","0","0","0","0","0","12","5.2","0.4","0.0%"
"173","Chris Conley (FA)","7","0","4","46","11.5","1","0","0","0","0","0","4","4.6","1.2","0.0%"
"174","Andre Baccellia (ARI)","10","1.6","7","45","6.4","0","0","0","0","0","0","7","4.5","0.6","0.1%"
"175","Racey McMath (FA)","8","0","2","40","20.0","1","0","1","4","0","0","4","4.4","1.1","0.0%"
"176","Laquon Treadwell (IND)","10","1.7","6","42","7.0","0","0","0","0","0","0","3","4.2","1.4","0.0%"
"177","Michael Woods II (FA)","10","0","5","45","9.0","0","0","1","-5","0","0","8","4.0","0.5","0.0%"
"178","Kyle Philips (FA)","13","0","8","78","9.8","2","0","0","0","0","2","4","3.8","1.0","0.0%"
"179","Cole Beasley (FA)","8","0","6","35","5.8","0","0","0","0","0","0","5","3.5","0.7","0.0%"
"180","Tylan Wallace (BAL)","7","1.4","4","33","8.3","0","0","0","0","0","0","8","3.3","0.4","0.6%"
"181","Tim Jones (JAC)","4","0.8","3","30","10.0","1","0","0","0","0","0","7","3.0","0.4","0.0%"
"182","Jaelon Darden (FA)","2","0","2","26","13.0","1","0","1","2","0","0","14","2.8","0.2","0.0%"
"183","Tyrie Cleveland (FA)","7","0","2","28","14.0","0","0","0","0","0","0","5","2.8","0.6","0.0%"
"184","DJ Turner (FA)","1","0","0","0","0","0","0","4","26","0","0","6","2.6","0.4","1.0%"
"185","Daylen Baldwin (FA)","2","0","2","25","12.5","0","0","0","0","0","0","1","2.5","2.5","1.1%"
"186","Simi Fehoko (ARI)","4","0.7","3","24","8.0","0","0","0","0","0","0","3","2.4","0.8","1.0%"
"187","Dezmon Patmon (FA)","6","0","2","24","12.0","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"188","Dareke Young (SEA)","2","0.4","2","24","12.0","0","0","0","0","0","0","8","2.4","0.3","0.0%"
"189","Andy Isabella (FA)","5","0","2","21","10.5","0","0","1","1","0","0","4","2.2","0.6","0.0%"
"190","Pharoh Cooper (FA)","2","0","2","6","3.0","0","0","4","15","0","0","5","2.1","0.4","0.0%"
"191","Cade Johnson (FA)","4","0","2","21","10.5","0","0","0","0","0","0","2","2.1","1.1","0.0%"
"192","Penny Hart (FA)","4","0","3","20","6.7","0","0","0","0","0","0","3","2.0","0.7","0.0%"
"193","Lil'Jordan Humphrey (DEN)","4","0.8","2","20","10.0","0","0","0","0","0","0","4","2.0","0.5","0.7%"
"194","Danny Gray (PHI)","7","1.4","1","10","10.0","0","0","1","9","0","0","7","1.9","0.3","0.0%"
"195","Keith Kirkwood (FA)","4","0","2","18","9.0","0","0","0","0","0","0","3","1.8","0.6","0.0%"
"196","Juwann Winfree (FA)","4","0","1","17","17.0","0","0","0","0","0","0","3","1.7","0.6","0.0%"
"197","Dennis Houston (TB)","6","0.8","2","16","8.0","0","0","0","0","0","0","2","1.6","0.8","1.0%"
"198","Bryan Edwards (FA)","5","0","3","15","5.0","0","0","0","0","0","0","4","1.5","0.4","0.0%"
"199","Quintez Cephus (FA)","3","0","2","15","7.5","0","0","0","0","0","0","3","1.5","0.5","0.0%"
"200","Frank Darby (FA)","1","0","1","15","15.0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"201","Nsimba Webster (FA)","3","0","2","14","7.0","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"202","Austin Trammell (JAC)","4","0.6","2","13","6.5","0","0","0","0","0","0","2","1.3","0.7","0.0%"
"203","Jalen Tolbert (DAL)","3","0.6","2","12","6.0","0","0","0","0","0","0","3","1.2","0.4","1.7%"
"204","Montrell Washington (FA)","9","0","4","2","0.5","0","0","5","30","0","1","15","1.2","0.1","0.0%"
"205","Miles Boykin (FA)","3","0","2","11","5.5","0","0","0","0","0","0","10","1.1","0.1","0.0%"
"206","Tyron Billy-Johnson (FA)","1","0","1","8","8.0","0","0","0","0","0","0","2","0.8","0.4","0.0%"
"207","Maurice Alexander (CHI)","1","0.3","1","7","7.0","0","0","0","0","0","0","3","0.7","0.2","1.0%"
"208","Jalen Camp (FA)","1","0","1","7","7.0","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"209","C.J. Board (FA)","1","0","1","6","6.0","0","0","0","0","0","0","4","0.6","0.2","0.0%"
"210","Jason Moore Jr. (FA)","2","0","1","5","5.0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"211","Erik Ezukanma (FA)","1","0","1","3","3.0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"212","Mason Kinsey (TEN)","1","0.2","1","3","3.0","0","0","0","0","0","0","2","0.3","0.2","0.0%"
"213","Cody White (SEA)","1","0.2","1","2","2.0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"214","Jacob Harris (FA)","1","0","1","6","6.0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"215","Avery Williams (FA)","14","0","13","61","4.7","0","0","22","109","1","1","17","0.0","0.0","1.1%"
"216","Kirk Merritt (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Justyn Ross (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"218","Binjimen Victor (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"219","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"220","Raleigh Webb (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","1.2%"
"221","Lance McCutcheon (FA)","5","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"222","Josh Ali (FA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"223","Stanley Berryhill III (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Emeka Emezie (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"225","Tay Martin (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"226","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","17","0.0","0.0","0.1%"
"227","Josh Gordon (FA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"228","Albert Wilson (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"229","Matthew Slater (FA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"230","Andre Roberts (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"231","Keke Coutee (FA)","1","0","1","20","20.0","1","0","0","0","0","1","7","0.0","0.0","0.0%"
"232","James Washington (FA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"233","Brandon Zylstra (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"234","Marcus Kemp (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"235","Justin Hardee Sr. (FA)","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"236","Trinity Benson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"237","Cody Thompson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"238","Stanley Morgan Jr. (FA)","1","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"239","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","1.0%"
"240","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"241","Malik Turner (SF)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"242","Rashard Higgins (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
