"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"17","Calvin Ridley (TEN)","136","28.6","76","1,016","13.4","17","8","9","23","0","0","17","153.9","9.1","25.0%"
"18","Jayden Reed (GB)","94","16.7","64","793","12.4","13","8","11","119","2","0","16","153.2","9.6","52.7%"
"19","Jordan Addison (MIN)","108","18","70","911","13.0","15","10","1","2","0","0","17","151.3","8.9","81.4%"
"20","DeAndre Hopkins (BAL)","137","29","75","1,057","14.1","15","7","2","9","0","0","17","148.6","8.7","4.3%"
"21","Jakobi Meyers (JAC)","106","17.4","71","807","11.4","8","8","4","24","2","0","16","147.6","9.2","86.0%"
"22","DeVonta Smith (PHI)","112","21.6","81","1,066","13.2","14","7","0","0","0","1","16","146.6","9.2","95.3%"
"23","George Pickens (DAL)","106","17.7","63","1,140","18.1","22","5","3","18","0","0","17","145.8","8.6","97.8%"
"24","Chris Olave (NO)","138","23.9","87","1,123","12.9","16","5","0","0","0","0","16","144.3","9.0","93.8%"
"25","Michael Pittman Jr. (IND)","156","28.6","109","1,152","10.6","10","4","0","0","0","1","16","141.2","8.8","85.1%"
"26","Justin Jefferson (MIN)","100","16.6","68","1,074","15.8","25","5","1","-12","0","1","10","134.2","13.4","99.3%"
"27","Rashee Rice (KC)","102","16.9","79","938","11.9","10","7","1","-3","0","1","16","133.5","8.3","87.3%"
"28","Courtland Sutton (DEN)","90","18.8","59","772","13.1","14","10","0","0","0","3","16","131.2","8.2","94.9%"
"29","Terry McLaurin (WAS)","132","21.9","79","1,002","12.7","15","4","0","0","0","0","17","130.2","7.7","93.4%"
"30","Zay Flowers (BAL)","108","22.7","77","858","11.1","12","5","8","56","1","0","16","129.4","8.1","96.5%"
"31","Adam Thielen (FA)","137","0","103","1,014","9.8","9","4","1","6","0","0","17","128.0","7.5","6.1%"
"32","Jaylen Waddle (MIA)","104","19","72","1,014","14.1","12","4","3","12","0","0","14","126.6","9.0","95.3%"
"33","Chris Godwin Jr. (TB)","130","23.8","83","1,024","12.3","14","2","4","38","1","0","17","126.2","7.4","73.7%"
"34","Tyler Lockett (LV)","122","22.9","79","894","11.3","9","5","0","0","0","0","17","123.4","7.3","3.6%"
"35","Brandin Cooks (BUF)","81","14.7","54","657","12.2","11","8","5","35","0","0","16","119.2","7.5","1.9%"
"36","Garrett Wilson (NYJ)","168","29.8","95","1,042","11.0","11","3","4","0","0","2","17","118.2","7.0","79.1%"
"37","Tank Dell (HOU)","75","13.2","47","709","15.1","10","7","11","51","0","0","11","118.0","10.7","1.9%"
"38","Gabe Davis (BUF)","81","15","45","746","16.6","12","7","1","-2","0","1","17","116.4","6.8","1.1%"
"39","Romeo Doubs (GB)","96","17","59","674","11.4","7","8","0","0","0","0","17","115.4","6.8","51.0%"
"40","Rashid Shaheed (SEA)","75","13.5","46","719","15.6","12","5","7","37","0","1","16","109.6","6.9","56.2%"
"41","Drake London (ATL)","110","22","69","905","13.1","17","2","0","0","0","0","16","105.4","6.6","99.0%"
"42","Cooper Kupp (SEA)","95","17.4","59","737","12.5","10","5","1","-3","0","0","12","105.4","8.8","59.7%"
"43","Diontae Johnson (FA)","87","0","51","717","14.1","10","5","0","0","0","0","13","101.7","7.8","3.1%"
"44","Darius Slayton (NYG)","79","15.9","50","770","15.4","11","4","0","0","0","0","17","101.0","5.9","31.5%"
"45","Tee Higgins (CIN)","76","13","42","656","15.6","8","5","0","0","0","0","12","95.6","8.0","98.1%"
"46","Curtis Samuel (BUF)","91","16.7","62","613","9.9","7","4","7","39","1","0","16","95.2","6.0","1.1%"
"47","Christian Kirk (HOU)","85","15.1","57","787","13.8","13","3","1","6","0","2","12","93.3","7.8","23.8%"
"48","Josh Downs (IND)","98","17.7","68","771","11.3","10","2","0","0","0","0","17","89.1","5.2","55.4%"
"49","Josh Reynolds (NYJ)","64","11.3","40","608","15.2","17","5","0","0","0","1","16","88.8","5.6","2.1%"
"50","Jerry Jeudy (CLE)","87","14.5","54","758","14.0","10","2","0","0","0","0","16","87.8","5.5","71.3%"
"51","Jaxon Smith-Njigba (SEA)","93","16.9","63","628","10.0","7","4","0","0","0","0","17","86.8","5.1","99.6%"
"52","Marquise Brown (KC)","101","16.9","51","574","11.3","8","4","2","23","0","0","13","83.7","6.4","23.1%"
"53","Dontayvion Wicks (GB)","58","10.4","39","581","14.9","11","4","1","1","0","1","15","80.8","5.4","3.8%"
"54","DJ Chark Jr. (FA)","66","0","35","525","15.0","9","5","0","0","0","1","14","80.5","5.8","1.3%"
"55","Tyler Boyd (FA)","98","0","67","667","10.0","6","2","2","11","0","0","17","78.8","4.6","1.2%"
"56","Michael Wilson (ARI)","58","10.7","38","565","14.9","7","3","0","0","0","0","13","76.5","5.9","88.6%"
"57","Jahan Dotson (PHI)","83","16","49","518","10.6","5","4","0","0","0","0","17","75.8","4.5","1.1%"
"58","Khalil Shakir (BUF)","45","8.3","39","611","15.7","10","2","1","10","0","0","17","74.1","4.4","81.3%"
"59","Tutu Atwell (LAR)","67","12","39","483","12.4","8","3","5","31","0","0","16","73.4","4.6","1.3%"
"60","Christian Watson (GB)","53","9.3","28","422","15.1","5","5","4","11","0","0","9","73.3","8.1","49.9%"
"61","Wan'Dale Robinson (NYG)","78","15.8","60","525","8.8","7","1","9","87","1","0","15","73.2","4.9","65.1%"
"62","Elijah Moore (DEN)","104","21.9","59","640","10.8","9","2","9","11","0","2","16","73.1","4.6","0.6%"
"63","Odell Beckham Jr. (FA)","64","0","35","565","16.1","10","3","0","0","0","1","14","72.5","5.2","1.2%"
"64","K.J. Osborn (FA)","75","0","48","540","11.3","7","3","0","0","0","0","15","72.0","4.8","2.6%"
"65","Joshua Palmer (BUF)","61","11.2","38","581","15.3","9","2","1","6","0","1","11","68.7","6.2","5.3%"
"66","Noah Brown (WAS)","55","9","33","567","17.2","14","2","1","-1","0","0","10","68.6","6.9","0.8%"
"67","Rondale Moore (MIN)","62","10.3","40","352","8.8","4","1","28","178","1","0","17","65.0","3.8","1.2%"
"68","Alec Pierce (IND)","65","11.9","32","514","16.1","8","2","0","0","0","0","17","63.4","3.7","41.2%"
"69","Kendrick Bourne (SF)","55","11.6","37","406","11.0","5","4","1","4","0","1","8","63.0","7.9","4.0%"
"70","Kalif Raymond (DET)","44","8","35","489","14.0","9","1","7","75","0","0","17","62.4","3.7","0.6%"
"71","Nelson Agholor (FA)","45","0","35","381","10.9","4","4","0","0","0","0","16","62.1","3.9","1.0%"
"72","Justin Watson (HOU)","53","9.3","27","460","17.0","8","3","0","0","0","1","15","62.0","4.1","1.8%"
"73","Demarcus Robinson (SF)","39","8.2","26","371","14.3","7","4","1","23","0","1","9","61.4","6.8","1.1%"
"74","DeMario Douglas (NE)","79","14.8","49","561","11.4","6","0","8","41","0","1","14","58.2","4.2","12.3%"
"75","Nick Westbrook-Ikhine (MIA)","45","8.1","28","370","13.2","8","3","0","0","0","0","13","57.0","4.4","1.0%"
"76","Trey Palmer (NO)","68","11.6","39","385","9.9","6","3","3","22","0","1","17","56.7","3.3","1.0%"
"77","Jameson Williams (DET)","42","7.4","24","354","14.8","5","2","3","29","1","0","12","56.3","4.7","95.9%"
"78","Quentin Johnston (LAC)","67","11","38","431","11.3","5","2","3","9","0","0","17","56.0","3.3","48.6%"
"79","Brandon Johnson (DEN)","30","6.1","19","284","14.9","6","4","0","0","0","0","11","54.4","4.9","1.0%"
"80","Michael Gallup (FA)","57","0","34","418","12.3","6","2","0","0","0","0","17","53.8","3.2","1.1%"
"81","Tre Tucker (LV)","34","6.5","19","331","17.4","6","2","10","77","0","0","16","52.8","3.3","46.9%"
"82","Michael Thomas (FA)","64","0","39","448","11.5","4","1","0","0","0","0","10","50.8","5.1","0.7%"
"83","Robert Woods (FA)","75","0","40","426","10.7","2","1","1","7","0","0","14","49.3","3.5","1.2%"
"84","Marvin Mims Jr. (DEN)","33","6.6","22","377","17.1","6","1","9","30","0","2","16","48.7","3.0","27.5%"
"85","A.T. Perry (PIT)","18","3.6","12","246","20.5","5","4","0","0","0","0","8","48.6","6.1","1.6%"
"86","Darnell Mooney (ATL)","61","12.2","31","414","13.4","7","1","2","5","0","0","14","47.9","3.4","53.6%"
"87","KaVontae Turpin (DAL)","18","3.2","12","127","10.6","2","3","11","110","1","0","16","47.7","3.0","3.7%"
"88","Cedrick Wilson Jr. (MIA)","38","6.7","22","296","13.5","5","3","0","0","0","0","11","47.6","4.3","1.1%"
"89","Chris Moore (WAS)","35","6.1","22","424","19.3","9","0","2","39","0","0","17","46.3","2.7","0.8%"
"90","Rashod Bateman (BAL)","56","11.6","32","367","11.5","2","1","1","18","0","0","16","44.5","2.8","12.6%"
"91","Zay Jones (ARI)","64","11.9","34","321","9.4","3","2","0","0","0","0","9","44.1","4.9","0.6%"
"92","Jonathan Mingo (DAL)","85","14.2","43","418","9.7","6","0","0","0","0","0","15","41.8","2.8","0.6%"
"93","Greg Dortch (ARI)","41","7.7","24","280","11.7","3","2","1","5","0","0","16","40.5","2.5","2.3%"
"94","DeVante Parker (FA)","55","0","33","394","11.9","6","0","0","0","0","0","13","39.4","3.0","0.0%"
"95","Isaiah Hodgins (NYG)","33","6.6","21","230","11.0","1","3","0","0","0","1","14","39.0","2.8","2.2%"
"96","Brandon Powell (FA)","44","0","29","324","11.2","6","1","5","17","0","1","17","38.1","2.2","1.4%"
"97","Jake Bobo (SEA)","25","4.8","19","196","10.3","3","2","1","3","1","0","17","37.9","2.2","0.8%"
"98","Xavier Gipson (NYG)","38","7.6","21","229","10.9","4","0","8","68","1","2","17","37.7","2.2","1.1%"
"99","Trenton Irwin (FA)","32","0","25","316","12.6","7","1","0","0","0","0","12","37.6","3.1","0.0%"
"100","Jalin Hyatt (NYG)","40","8","23","373","16.2","7","0","0","0","0","0","17","37.3","2.2","0.9%"
"101","Allen Lazard (FA)","49","0","23","311","13.5","5","1","0","0","0","0","14","37.1","2.7","0.8%"
"102","Jalen Tolbert (DAL)","36","6.1","22","268","12.2","3","2","0","0","0","1","17","36.8","2.2","1.7%"
"103","Calvin Austin III (PIT)","30","6","17","180","10.6","1","1","11","57","1","0","17","35.7","2.1","9.3%"
"104","Andrei Iosivas (CIN)","25","4.3","15","116","7.7","0","4","0","0","0","0","16","35.6","2.2","9.9%"
"105","Marquez Valdes-Scantling (PIT)","42","8.4","21","315","15.0","5","1","0","0","0","1","16","35.5","2.2","1.1%"
"106","David Bell (FA)","23","0","14","167","11.9","3","3","0","0","0","0","15","34.7","2.3","0.0%"
"107","Lil'Jordan Humphrey (DEN)","19","3.8","13","162","12.5","1","3","0","0","0","0","11","34.2","3.1","0.7%"
"108","Skyy Moore (SF)","38","7.7","21","244","11.6","3","1","3","23","0","0","14","32.7","2.3","1.9%"
"109","Jauan Jennings (SF)","33","6.7","19","265","13.9","4","1","0","0","0","0","13","32.5","2.5","87.5%"
"110","JuJu Smith-Schuster (KC)","47","8","29","260","9.0","3","1","0","0","0","0","11","32.0","2.9","1.8%"
"111","Mike Williams (FA)","26","0","19","249","13.1","4","1","1","3","0","0","3","31.2","10.4","1.2%"
"112","Braxton Berrios (HOU)","33","6.2","27","238","8.8","1","1","1","11","0","0","16","30.9","1.9","0.6%"
"113","Bo Melton (GB)","24","4.3","16","218","13.6","3","1","3","21","0","0","5","29.9","6.0","0.8%"
"114","Alex Erickson (FA)","29","0","16","232","14.5","4","1","0","0","0","0","8","29.2","3.7","0.0%"
"115","Olamide Zaccheaus (CHI)","20","4","10","164","16.4","4","2","0","0","0","0","11","28.4","2.6","3.1%"
"116","Scotty Miller (PIT)","16","3.2","11","161","14.6","2","2","0","0","0","0","12","28.1","2.3","0.1%"
"117","Allen Robinson II (FA)","49","0","34","280","8.2","2","0","0","0","0","0","15","28.0","1.9","1.4%"
"118","Jamal Agnew (FA)","21","0","14","225","16.1","2","1","4","-2","0","1","11","26.3","2.4","0.1%"
"119","Kadarius Toney (FA)","38","0","27","169","6.3","0","1","11","31","0","0","13","26.0","2.0","0.6%"
"120","Julio Jones (FA)","19","0","11","74","6.7","1","3","0","0","0","0","8","25.4","3.2","0.6%"
"121","Mack Hollins (NE)","30","5.6","18","251","13.9","3","0","0","0","0","0","11","25.1","2.3","3.8%"
"122","Deonte Harty (FA)","21","0","15","150","10.0","2","1","4","0","0","1","16","25.0","1.6","0.0%"
"123","Ronnie Bell (NO)","13","2.4","6","68","11.3","1","3","0","0","0","0","13","24.8","1.9","0.0%"
"124","Ihmir Smith-Marsette (ARI)","10","2","8","51","6.4","0","0","8","74","1","0","17","24.5","1.4","1.0%"
"125","Treylon Burks (WAS)","30","5","16","221","13.8","4","0","5","18","0","0","11","23.9","2.2","0.6%"
"126","Hunter Renfrow (FA)","37","0","25","255","10.2","3","0","0","0","0","1","14","23.5","1.7","0.9%"
"127","KhaDarel Hodge (ATL)","23","4.6","14","232","16.6","3","0","1","0","0","0","17","23.2","1.4","0.7%"
"128","Parker Washington (JAC)","21","3.6","16","132","8.3","0","2","0","0","0","1","9","23.2","2.6","24.7%"
"129","Cedric Tillman (CLE)","44","7.3","21","224","10.7","1","0","1","8","0","0","14","23.2","1.7","8.4%"
"130","Dyami Brown (JAC)","23","4","12","168","14.0","2","1","1","0","0","0","16","23.0","1.4","1.7%"
"131","Jalen Reagor (FA)","23","0","7","138","19.7","3","0","1","17","0","0","9","21.5","2.4","0.0%"
"132","Van Jefferson (TEN)","43","8.9","20","209","10.5","1","0","1","4","0","0","15","21.3","1.4","0.9%"
"133","Derius Davis (LAC)","17","2.9","15","66","4.4","0","0","14","101","0","1","17","20.7","1.2","0.6%"
"134","Quez Watkins (PHI)","21","4.1","15","142","9.5","0","1","0","0","0","0","5","20.2","4.0","0.0%"
"135","Jamison Crowder (FA)","20","0","16","159","9.9","1","1","0","0","0","1","16","19.9","1.2","1.0%"
"136","Tyler Scott (LAR)","32","5.8","17","168","9.9","1","0","7","41","0","1","17","18.9","1.1","1.7%"
"137","Robbie Chosen (FA)","6","0","4","126","31.5","2","1","0","0","0","0","6","18.6","3.1","0.0%"
"138","Malik Heath (ATL)","24","4.8","15","125","8.3","0","1","0","0","0","0","13","18.5","1.4","1.0%"
"139","River Cracraft (FA)","12","0","9","121","13.4","2","1","0","0","0","0","6","18.1","3.0","0.0%"
"140","Deven Thompkins (ATL)","25","5","17","83","4.9","1","1","8","56","0","1","17","17.9","1.1","0.0%"
"141","Ray-Ray McCloud III (FA)","15","0","12","135","11.3","2","0","3","30","0","0","12","16.5","1.4","0.9%"
"142","John Metchie III (NYJ)","30","5.6","16","158","9.9","1","0","1","4","0","0","16","16.2","1.0","6.5%"
"143","Kyle Philips (FA)","22","0","15","181","12.1","4","0","0","0","0","1","8","16.1","2.0","0.0%"
"144","Donovan Peoples-Jones (FA)","25","0","13","155","11.9","2","0","0","0","0","0","14","15.5","1.1","0.0%"
"145","David Moore (CAR)","7","1.4","5","94","18.8","1","1","0","0","0","0","6","15.4","2.6","0.8%"
"146","Jalen Guyton (FA)","21","0","10","89","8.9","0","1","0","0","0","0","7","14.9","2.1","0.0%"
"147","Trent Sherfield Sr. (NE)","22","4.3","11","86","7.8","0","1","0","0","0","0","11","14.6","1.3","0.0%"
"148","Tyquan Thornton (KC)","23","3.9","13","91","7.0","0","0","3","51","0","0","9","14.2","1.6","1.2%"
"149","Byron Pringle (FA)","22","0","14","161","11.5","1","0","0","0","0","1","13","14.1","1.1","0.0%"
"150","Terrace Marshall Jr. (FA)","33","0","19","139","7.3","0","0","0","0","0","0","8","13.9","1.7","1.0%"
"151","Xavier Hutchinson (HOU)","19","3.4","8","90","11.3","1","0","5","49","0","0","15","13.9","0.9","1.3%"
"152","Chase Claypool (FA)","21","0","8","77","9.6","1","1","0","0","0","0","11","13.7","1.2","1.1%"
"153","Charlie Jones (CIN)","9","1.5","7","64","9.1","1","0","2","13","0","0","11","13.7","1.2","0.6%"
"154","Ben Skowronek (PIT)","12","2.4","8","66","8.3","1","1","2","9","0","0","13","13.5","1.0","0.1%"
"155","Randall Cobb (FA)","17","0","5","39","7.8","0","1","0","0","0","0","9","11.9","1.3","1.1%"
"156","D.J. Montgomery (IND)","8","1.4","3","56","18.7","1","1","0","0","0","0","7","11.6","1.7","0.0%"
"157","Jason Brownlee (KC)","8","1.3","5","56","11.2","1","1","0","0","0","0","4","11.6","2.9","0.0%"
"158","Laviska Shenault Jr. (FA)","10","0","10","60","6.0","0","0","12","55","0","0","8","11.5","1.4","0.0%"
"159","Lynn Bowden Jr. (FA)","16","0","11","83","7.5","0","0","5","32","0","0","8","11.5","1.4","0.0%"
"160","Mecole Hardman Jr. (BUF)","24","4.6","15","124","8.3","1","0","1","3","0","1","7","10.7","1.5","1.1%"
"161","Parris Campbell (DAL)","27","4.5","20","104","5.2","0","0","0","0","0","0","10","10.4","1.0","0.0%"
"162","Sterling Shepard (TB)","22","4","10","57","5.7","0","1","1","6","0","1","10","10.3","1.0","2.6%"
"163","Marquise Goodwin (FA)","13","0","4","67","16.8","1","0","4","33","0","0","10","10.0","1.0","0.0%"
"164","Keith Kirkwood (FA)","9","0","5","37","7.4","0","1","0","0","0","0","7","9.7","1.4","0.0%"
"165","Lawrence Cager (WAS)","5","0.8","4","36","9.0","0","1","0","0","0","0","5","9.6","1.9","0.0%"
"166","Richie James Jr. (FA)","14","0","10","114","11.4","1","0","0","0","0","1","9","9.4","1.0","0.0%"
"167","Tim Jones (JAC)","18","3","11","83","7.5","0","0","0","0","0","0","10","8.3","0.8","0.0%"
"168","Samori Toure (NO)","18","3","8","78","9.8","1","0","0","0","0","1","8","7.8","1.0","0.0%"
"169","Velus Jones Jr. (SEA)","7","1.4","4","20","5.0","0","0","8","51","0","0","13","7.1","0.5","0.0%"
"170","Tylan Wallace (BAL)","2","0.4","1","11","11.0","0","0","0","0","0","0","9","7.1","0.8","0.6%"
"171","Chris Conley (FA)","6","0","3","69","23.0","1","0","0","0","0","0","1","6.9","6.9","0.0%"
"172","Simi Fehoko (ARI)","2","0.4","1","9","9.0","0","1","0","0","0","0","2","6.9","3.5","1.0%"
"173","Tyler Johnson (NYJ)","3","0.5","2","8","4.0","0","1","0","0","0","0","1","6.8","6.8","0.6%"
"174","Jalen Brooks (ARI)","6","1.1","6","64","10.7","1","0","0","0","0","0","7","6.4","0.9","0.6%"
"175","Equanimeous St. Brown (FA)","6","0","5","62","12.4","1","0","0","0","0","0","5","6.2","1.2","0.0%"
"176","Rakim Jarrett (FA)","9","0","4","60","15.0","1","0","1","0","0","0","10","6.0","0.6","1.9%"
"177","DeAndre Carter (CLE)","7","1.4","4","39","9.8","0","0","3","18","0","0","17","5.7","0.3","0.0%"
"178","Isaiah McKenzie (FA)","14","0","11","82","7.5","1","0","3","14","0","2","13","5.6","0.4","0.0%"
"179","Justyn Ross (FA)","11","0","6","53","8.8","1","0","0","0","0","0","10","5.3","0.5","0.0%"
"180","Michael Strachan (FA)","3","0","1","45","45.0","1","0","0","0","0","0","2","4.5","2.3","0.0%"
"181","Britain Covey (PHI)","6","1.2","4","42","10.5","1","0","0","0","0","0","15","4.2","0.3","0.1%"
"182","Elijah Cooks (NO)","4","0.7","3","38","12.7","1","0","0","0","0","0","4","3.8","1.0","0.0%"
"183","Devin Duvernay (CHI)","9","1.8","4","18","4.5","0","0","4","15","0","0","13","3.3","0.3","0.6%"
"184","Keelan Doss (FA)","13","0","6","33","5.5","0","0","0","0","0","0","2","3.3","1.7","0.0%"
"185","Jalen Nailor (MIN)","6","1","3","29","9.7","0","0","0","0","0","0","6","2.9","0.5","3.0%"
"186","Trishton Jackson (FA)","4","0","2","9","4.5","0","0","0","0","0","0","2","2.9","1.5","0.0%"
"187","Steven Sims Jr. (FA)","3","0","3","25","8.3","1","0","1","1","0","0","3","2.6","0.9","0.0%"
"188","Erik Ezukanma (FA)","1","0","0","0","0","0","0","5","22","0","0","2","2.2","1.1","0.0%"
"189","Gunner Olszewski (NYG)","1","0.2","1","0","0.0","0","0","0","0","0","2","12","2.0","0.2","0.2%"
"190","Kayshon Boutte (NE)","7","1.3","2","19","9.5","0","0","0","0","0","0","5","1.9","0.4","18.8%"
"191","Zach Pascal (FA)","15","0","4","19","4.8","0","0","0","0","0","0","10","1.9","0.2","0.0%"
"192","Miles Boykin (FA)","4","0","3","17","5.7","0","0","0","0","0","0","8","1.7","0.2","0.0%"
"193","Laquon Treadwell (IND)","3","0.5","1","16","16.0","0","0","0","0","0","0","3","1.6","0.5","0.0%"
"194","Marvin Jones Jr. (FA)","10","0","5","35","7.0","0","0","0","0","0","1","5","1.5","0.3","0.0%"
"195","Willie Snead IV (FA)","3","0","2","14","7.0","0","0","0","0","0","0","2","1.4","0.7","0.0%"
"196","Malik Taylor (FA)","4","0","2","13","6.5","0","0","0","0","0","0","3","1.3","0.4","0.0%"
"197","Collin Johnson (FA)","1","0","1","11","11.0","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"198","Cody Thompson (FA)","1","0","1","10","10.0","0","0","0","0","0","0","2","1.0","0.5","0.0%"
"199","Austin Trammell (JAC)","7","1.2","4","29","7.3","0","0","0","0","0","1","15","0.9","0.1","0.0%"
"200","Mason Kinsey (TEN)","1","0.2","1","6","6.0","0","0","0","0","0","0","6","0.6","0.1","0.0%"
"201","Dee Eskridge (MIA)","1","0.2","0","0","0","0","0","2","5","0","0","4","0.5","0.1","0.0%"
"202","Colton Dowell (SF)","2","0.4","1","3","3.0","0","0","0","0","0","0","9","0.3","0.0","0.0%"
"203","Antoine Green (FA)","2","0","1","2","2.0","0","0","0","0","0","0","2","0.2","0.1","0.0%"
"204","Kwamie Lassiter II (FA)","1","0","1","2","2.0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"205","Jaelon Darden (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"206","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"207","Dax Milne (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"208","DJ Turner (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","1.0%"
"209","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"210","Malik Cunningham (DET)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","1.1%"
"211","Kearis Jackson (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"212","Amari Rodgers (FA)","2","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"213","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.1%"
"214","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Kirk Merritt (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"216","Montrell Washington (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"217","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"218","Irvin Charles (NYJ)","1","0.2","0","0","0","0","0","0","0","0","0","11","0.0","0.0","1.1%"
"219","Jalen Virgil (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"220","Devon Allen (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"221","Johnny Johnson III (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"222","Ryan Miller (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"223","Lucky Jackson (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"224","Chase Cota (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"225","Cephus Johnson III (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"226","Shedrick Jackson (LV)","1","0.2","0","0","0","0","0","0","0","0","0","2","0.0","0.0","1.0%"
"227","Isaiah Winstead (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"228","Matthew Slater (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"229","Tre'Quan Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"230","Justin Hardee Sr. (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"231","Stanley Morgan Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"232","Juwann Winfree (FA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"233","Andy Isabella (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"234","Ty Montgomery II (FA)","12","0","5","40","8.0","0","0","3","9","0","0","11","0.0","0.0","0.0%"
"235","Phillip Dorsett II (LV)","3","0.6","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"236","Damiere Byrd (FA)","2","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"237","James Proche II (TEN)","5","1","0","0","0","0","0","0","0","0","1","10","-2.0","-0.2","0.0%"
"238","Trent Taylor (SF)","2","0.4","0","0","0","0","0","1","-2","0","1","15","-2.2","-0.1","0.0%"
""
""
