"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"54","Kalif Raymond (DET)","71","12.9","48","576","12.0","8","4","4","28","0","0","16","84.4","5.3","0.6%"
"55","Mecole Hardman Jr. (BUF)","83","13.4","59","693","11.7","8","2","8","46","0","2","17","81.9","4.8","1.1%"
"56","Jarvis Landry (FA)","87","0","52","570","11.0","7","2","6","40","2","2","12","81.0","6.8","7.1%"
"57","Antonio Brown (FA)","62","0","42","545","13.0","10","4","1","6","0","0","7","79.1","11.3","1.0%"
"58","Cole Beasley (FA)","112","0","82","693","8.5","5","1","0","0","0","0","16","77.3","4.8","0.0%"
"59","Deonte Harty (FA)","59","0","36","570","15.8","5","3","5","41","0","1","13","77.1","5.9","0.0%"
"60","Donovan Peoples-Jones (FA)","58","0","34","597","17.6","12","3","0","0","0","1","14","75.7","5.4","0.0%"
"61","Braxton Berrios (HOU)","65","12.5","46","431","9.4","5","2","7","40","2","1","16","75.1","4.7","0.6%"
"62","Bryan Edwards (FA)","59","0","34","571","16.8","11","3","1","0","0","0","16","75.1","4.7","0.0%"
"63","Quez Watkins (PHI)","62","13.1","43","647","15.0","12","1","1","3","0","0","17","73.0","4.3","0.0%"
"64","Corey Davis (FA)","59","0","34","492","14.5","9","4","0","0","0","1","9","71.2","7.9","0.0%"
"65","Nick Westbrook-Ikhine (MIA)","57","9.5","38","476","12.5","5","4","0","0","0","1","15","69.6","4.6","1.0%"
"66","Nelson Agholor (FA)","64","0","37","473","12.8","9","3","3","11","0","0","15","66.4","4.4","1.0%"
"67","Jalen Guyton (FA)","48","0","31","448","14.5","4","3","7","34","0","0","16","66.2","4.1","0.0%"
"68","Randall Cobb (FA)","39","0","28","375","13.4","6","5","1","1","0","1","11","65.6","6.0","1.1%"
"69","Laviska Shenault Jr. (FA)","100","0","63","619","9.8","5","0","11","41","0","1","16","64.0","4.0","0.0%"
"70","DeVante Parker (FA)","73","0","40","515","12.9","7","2","0","0","0","0","10","63.5","6.4","0.0%"
"71","DeAndre Carter (CLE)","44","8.8","24","296","12.3","5","3","10","89","0","0","17","62.5","3.7","0.0%"
"72","Freddie Swain (FA)","40","0","25","343","13.7","6","4","5","32","0","0","17","61.5","3.6","0.0%"
"73","Marquez Valdes-Scantling (PIT)","55","8.5","26","430","16.5","8","3","0","0","0","0","11","61.0","5.5","1.1%"
"74","Henry Ruggs III (FA)","36","0","24","469","19.5","9","2","3","16","0","0","7","60.5","8.6","8.4%"
"75","Joshua Palmer (BUF)","49","7.9","33","353","10.7","3","4","1","6","0","0","15","59.9","4.0","5.3%"
"76","Zay Jones (ARI)","70","12.5","47","546","11.6","8","1","2","3","0","1","15","58.9","3.9","0.6%"
"77","Olamide Zaccheaus (CHI)","53","10.4","31","406","13.1","4","3","1","2","0","0","15","58.8","3.9","3.1%"
"78","Jamison Crowder (FA)","71","0","51","447","8.8","3","2","0","0","0","1","12","58.7","4.9","1.0%"
"79","Jauan Jennings (SF)","38","8","24","282","11.8","4","5","0","0","0","0","13","58.2","4.5","87.5%"
"80","Rashod Bateman (BAL)","68","11.6","46","515","11.2","8","1","0","0","0","0","12","57.5","4.8","12.6%"
"81","Michael Gallup (FA)","62","0","35","445","12.7","6","2","0","0","0","0","9","56.5","6.3","1.1%"
"82","Zach Pascal (FA)","69","0","38","384","10.1","5","3","2","21","0","1","16","56.5","3.5","0.0%"
"83","DeSean Jackson (FA)","34","0","20","454","22.7","6","2","1","4","0","1","14","55.8","4.0","0.6%"
"84","Tre'Quan Smith (FA)","50","0","32","377","11.8","6","3","0","0","0","0","10","55.7","5.6","0.0%"
"85","Rondale Moore (MIN)","64","11","54","435","8.1","3","1","18","76","0","1","14","55.1","3.9","1.2%"
"86","Kenny Golladay (FA)","76","0","37","521","14.1","5","0","0","0","0","0","14","52.1","3.7","4.0%"
"87","Jamal Agnew (FA)","39","0","24","229","9.5","4","1","7","111","1","0","12","52.0","4.3","0.1%"
"88","Josh Reynolds (NYJ)","49","8.5","29","396","13.7","6","2","0","0","0","0","11","51.6","4.7","2.1%"
"89","T.Y. Hilton (FA)","37","0","23","331","14.4","4","3","0","0","0","0","10","51.1","5.1","1.6%"
"90","Keelan Cole Sr. (FA)","51","0","28","449","16.0","7","1","0","0","0","0","14","50.9","3.6","0.0%"
"91","Nico Collins (HOU)","60","11.7","33","446","13.5","8","1","0","0","0","0","14","50.6","3.6","99.2%"
"92","Laquon Treadwell (IND)","51","10.2","33","434","13.2","6","1","0","0","0","0","12","49.4","4.1","0.0%"
"93","Julio Jones (FA)","48","0","31","434","14.0","4","1","0","0","0","0","10","49.4","4.9","0.6%"
"94","Allen Robinson II (FA)","66","0","38","410","10.8","5","1","0","0","0","0","12","49.0","4.1","1.4%"
"95","Jerry Jeudy (CLE)","56","11.2","38","467","12.3","7","0","2","3","0","0","10","47.0","4.7","71.3%"
"96","Mack Hollins (NE)","28","5.5","14","223","15.9","4","4","0","0","0","0","16","46.3","2.9","3.8%"
"97","Jalen Reagor (FA)","57","0","33","299","9.1","4","2","10","32","0","0","17","45.1","2.7","0.0%"
"98","Danny Amendola (FA)","38","0","24","248","10.3","4","3","0","0","0","0","8","44.8","5.6","0.0%"
"99","Demarcus Robinson (SF)","41","8.4","25","264","10.6","3","3","0","0","0","0","15","44.4","3.0","1.1%"
"100","Devin Duvernay (CHI)","47","9.2","33","272","8.2","1","2","7","50","0","0","16","44.2","2.8","0.6%"
"101","Sammy Watkins (FA)","49","0","27","394","14.6","6","1","0","0","0","1","11","43.4","3.9","0.0%"
"102","Kadarius Toney (FA)","57","0","39","420","10.8","5","0","3","6","0","0","9","43.4","4.8","0.6%"
"103","Darius Slayton (NYG)","58","10.2","26","339","13.0","4","2","1","-13","0","1","13","42.6","3.3","31.5%"
"104","Chris Conley (FA)","37","0","22","323","14.7","5","2","1","3","0","1","14","42.6","3.0","0.0%"
"105","James Washington (FA)","44","0","24","285","11.9","4","2","2","13","0","0","15","41.8","2.8","0.0%"
"106","Sterling Shepard (TB)","53","7.5","36","366","10.2","4","1","1","-9","0","0","7","41.7","6.0","2.6%"
"107","Calvin Ridley (TEN)","52","9.9","31","281","9.1","3","2","0","0","0","0","5","40.1","8.0","25.0%"
"108","Damiere Byrd (FA)","38","0","26","329","12.7","3","1","0","0","0","1","11","38.9","3.5","0.0%"
"109","Antoine Wesley (FA)","32","0","19","208","10.9","4","3","0","0","0","0","8","38.8","4.9","0.0%"
"110","Adam Humphries (FA)","62","0","41","383","9.3","4","0","0","0","0","0","17","38.3","2.3","0.0%"
"111","Marquise Goodwin (FA)","40","0","20","313","15.7","5","1","2","-1","0","0","14","37.2","2.7","0.0%"
"112","Lil'Jordan Humphrey (DEN)","18","3.6","13","249","19.2","6","2","0","0","0","0","8","36.9","4.6","0.7%"
"113","Tyler Johnson (NYJ)","55","9.3","36","360","10.0","4","0","0","0","0","0","16","36.0","2.3","0.6%"
"114","Chester Rogers (FA)","43","0","30","301","10.0","3","1","1","9","0","1","16","35.0","2.2","0.0%"
"115","Chris Moore (WAS)","22","4.1","21","227","10.8","4","2","0","0","0","0","10","34.7","3.5","0.8%"
"116","Cyril Grayson Jr. (FA)","12","0","10","212","21.2","4","2","1","14","0","0","3","34.6","11.5","0.0%"
"117","Quintez Cephus (FA)","22","0","15","204","13.6","5","2","0","0","0","0","5","34.4","6.9","0.0%"
"118","Cam Sims (FA)","23","0","15","211","14.1","2","2","1","7","0","0","12","33.8","2.8","0.0%"
"119","Rashard Higgins (FA)","47","0","24","275","11.5","1","1","0","0","0","0","12","33.5","2.8","0.0%"
"120","Malik Turner (SF)","16","3.3","12","149","12.4","1","3","0","0","0","0","7","32.9","4.7","0.0%"
"121","Ashton Dulin (IND)","22","4.4","13","173","13.3","2","2","3","32","0","0","16","32.5","2.0","0.0%"
"122","Isaiah McKenzie (FA)","26","0","20","178","8.9","1","1","9","47","1","1","15","32.5","2.2","0.0%"
"123","Brandon Zylstra (FA)","25","0","18","250","13.9","4","1","0","0","0","0","12","31.0","2.6","0.0%"
"124","John Ross (FA)","20","0","11","224","20.4","2","1","1","16","0","0","9","30.0","3.3","0.0%"
"125","Jakeem Grant Sr. (FA)","17","0","11","132","12.0","2","2","5","33","0","3","15","28.5","1.9","0.0%"
"126","Isaiah Ford (FA)","16","0","12","161","13.4","2","2","0","0","0","0","9","28.1","3.1","0.0%"
"127","Greg Ward (FA)","11","0","7","95","13.6","1","3","0","0","0","0","10","27.6","2.8","0.0%"
"128","Tavon Austin (FA)","38","0","24","213","8.9","2","1","3","21","0","1","12","27.4","2.3","0.6%"
"129","DJ Chark Jr. (FA)","22","0","7","154","22.0","3","2","0","0","0","0","3","27.4","9.1","1.3%"
"130","Ray-Ray McCloud III (FA)","66","0","39","277","7.1","2","0","2","15","0","1","16","27.2","1.7","0.9%"
"131","Ihmir Smith-Marsette (ARI)","6","1.1","5","116","23.2","2","2","0","0","0","0","6","23.6","3.9","1.0%"
"132","Kendall Hinton (FA)","23","0","15","175","11.7","2","1","0","0","0","0","11","23.5","2.1","0.0%"
"133","Anthony Schwartz (FA)","23","0","10","135","13.5","1","1","6","39","0","0","13","23.4","1.8","0.0%"
"134","Albert Wilson (FA)","39","0","25","213","8.5","1","0","4","17","0","0","10","23.0","2.3","0.0%"
"135","Tajae Sharpe (FA)","37","0","25","230","9.2","0","0","0","0","0","0","14","23.0","1.6","0.0%"
"136","Breshad Perriman (FA)","18","0","11","167","15.2","3","1","1","-3","0","0","5","22.4","4.5","0.0%"
"137","Parris Campbell (DAL)","20","3.2","10","162","16.2","3","1","0","0","0","0","6","22.2","3.7","0.0%"
"138","James Proche II (TEN)","20","3.8","16","202","12.6","2","0","0","0","0","0","7","20.2","2.9","0.0%"
"139","JuJu Smith-Schuster (KC)","28","4.5","15","129","8.6","1","0","3","9","1","0","5","19.8","4.0","1.8%"
"140","Noah Brown (WAS)","25","4.8","16","184","11.5","3","0","0","0","0","0","10","18.4","1.8","0.8%"
"141","Dee Eskridge (MIA)","20","3.4","10","64","6.4","0","1","4","59","0","0","8","18.3","2.3","0.0%"
"142","Mohamed Sanu Sr. (FA)","24","0","15","177","11.8","1","0","0","0","0","0","8","17.7","2.2","0.0%"
"143","KhaDarel Hodge (ATL)","27","5","13","157","12.1","2","0","0","0","0","0","12","17.7","1.5","0.7%"
"144","N'Keal Harry (FA)","22","0","12","184","15.3","3","0","0","0","0","1","10","16.4","1.6","0.0%"
"145","Kristian Wilkerson (FA)","8","0","4","42","10.5","1","2","0","0","0","0","1","16.2","16.2","1.0%"
"146","Dyami Brown (JAC)","25","4.2","12","165","13.8","3","0","1","-4","0","0","10","16.1","1.6","1.7%"
"147","Marcus Johnson (FA)","19","0","9","160","17.8","3","0","2","-2","0","0","7","15.8","2.3","0.0%"
"148","Terrace Marshall Jr. (FA)","30","0","17","138","8.1","1","0","0","0","0","0","12","15.8","1.3","1.0%"
"149","Dante Pettis (NO)","16","3.4","10","87","8.7","1","1","0","0","0","0","3","15.3","5.1","0.6%"
"150","Trent Sherfield Sr. (NE)","20","4","9","87","9.7","0","1","0","0","0","0","12","14.7","1.2","0.0%"
"151","Scotty Miller (PIT)","9","1.6","5","38","7.6","0","0","2","43","1","0","6","14.1","2.4","0.1%"
"152","Denzel Mims (FA)","23","0","8","133","16.6","3","0","0","0","0","0","10","13.3","1.3","0.0%"
"153","Ben Skowronek (PIT)","20","3.2","11","133","12.1","2","0","0","0","0","0","12","13.3","1.1","0.1%"
"154","Kenny Stills (FA)","23","0","6","68","11.3","1","1","1","1","0","0","7","12.9","1.8","0.0%"
"155","Tom Kennedy (DET)","10","1.9","6","54","9.0","0","0","0","0","0","0","7","12.4","1.8","0.6%"
"156","Jeff Smith (FA)","17","0","8","113","14.1","1","0","1","-1","0","0","9","11.2","1.2","0.0%"
"157","Equanimeous St. Brown (FA)","17","0","9","98","10.9","1","0","3","14","0","0","12","11.2","0.9","0.0%"
"158","Phillip Dorsett II (LV)","14","2.4","7","110","15.7","2","0","1","0","0","0","5","11.0","2.2","0.0%"
"159","Dez Fitzpatrick (FA)","8","0","5","49","9.8","0","1","0","0","0","0","3","10.9","3.6","0.0%"
"160","Collin Johnson (FA)","21","0","11","105","9.5","0","0","0","0","0","0","8","10.5","1.3","0.0%"
"161","Trinity Benson (FA)","22","0","10","103","10.3","2","0","0","0","0","0","7","10.3","1.5","0.0%"
"162","Shi Smith (FA)","11","0","6","104","17.3","1","0","1","-3","0","0","5","10.1","2.0","0.0%"
"163","Chris Hogan (FA)","8","0","4","41","10.3","0","1","0","0","0","0","5","10.1","2.0","0.0%"
"164","Auden Tate (FA)","4","0","3","39","13.0","0","1","0","0","0","0","4","9.9","2.5","0.0%"
"165","Josh Gordon (FA)","14","0","5","32","6.4","0","1","0","0","0","0","9","9.2","1.0","0.1%"
"166","Cameron Batson (FA)","5","0","2","15","7.5","0","1","2","15","0","0","4","9.0","2.3","0.0%"
"167","Anthony Miller (FA)","12","0","6","25","4.2","0","1","0","0","0","0","3","8.5","2.8","0.0%"
"168","Dezmon Patmon (FA)","4","0","2","21","10.5","0","1","0","0","0","0","4","8.1","2.0","0.0%"
"169","Preston Williams (FA)","16","0","6","71","11.8","2","0","1","7","0","0","6","7.8","1.3","0.0%"
"170","Andre Roberts (FA)","2","0","1","35","35.0","1","0","3","19","0","2","16","7.4","0.5","0.0%"
"171","KJ Hamler (FA)","10","0","5","74","14.8","2","0","0","0","0","0","3","7.4","2.5","0.0%"
"172","Dede Westbrook (FA)","15","0","10","68","6.8","0","0","0","0","0","0","15","6.8","0.5","0.0%"
"173","Dax Milne (FA)","14","0","9","83","9.2","1","0","1","1","0","1","9","6.4","0.7","0.0%"
"174","Ja'Marcus Bradley (FA)","4","0","4","64","16.0","1","0","0","0","0","0","4","6.4","1.6","0.0%"
"175","Brandon Powell (FA)","0","0","0","0","0","0","0","0","0","0","0","6","6.0","1.0","1.4%"
"176","Penny Hart (FA)","12","0","7","59","8.4","0","0","0","0","0","0","12","5.9","0.5","0.0%"
"177","C.J. Board (FA)","6","0","4","51","12.8","1","0","1","6","0","0","6","5.7","1.0","0.0%"
"178","Jason Moore Jr. (FA)","4","0","3","56","18.7","1","0","0","0","0","0","1","5.6","5.6","0.0%"
"179","Amari Rodgers (FA)","8","0","4","45","11.3","0","0","1","11","0","0","16","5.6","0.4","1.0%"
"180","Alex Erickson (FA)","4","0","3","55","18.3","1","0","0","0","0","0","17","5.5","0.3","0.0%"
"181","Jaelon Darden (FA)","12","0","6","43","7.2","1","0","1","11","0","0","9","5.4","0.6","0.0%"
"182","Mike Thomas (FA)","11","0","5","52","10.4","0","0","0","0","0","0","7","5.2","0.7","0.0%"
"183","William Fuller V (FA)","8","0","4","26","6.5","0","0","0","0","0","0","2","4.6","2.3","0.0%"
"184","Trent Taylor (SF)","3","0.6","2","41","20.5","1","0","0","0","0","0","4","4.1","1.0","0.0%"
"185","Gunner Olszewski (NYG)","3","0.6","2","31","15.5","1","0","1","9","0","0","16","4.0","0.3","0.2%"
"186","Greg Dortch (ARI)","3","0.6","3","15","5.0","0","0","1","24","0","0","5","3.9","0.8","2.3%"
"187","Willie Snead IV (FA)","8","0","4","38","9.5","0","0","0","0","0","0","7","3.8","0.5","0.0%"
"188","Kevin White (FA)","5","0","1","38","38.0","1","0","0","0","0","0","4","3.8","1.0","0.0%"
"189","Juwann Winfree (FA)","13","0","8","58","7.3","0","0","0","0","0","1","5","3.8","0.8","0.0%"
"190","Curtis Samuel (BUF)","9","1.5","6","27","4.5","0","0","4","11","0","0","5","3.8","0.8","1.1%"
"191","D.J. Montgomery (IND)","6","1.2","3","36","12.0","0","0","0","0","0","0","2","3.6","1.8","0.0%"
"192","Pharoh Cooper (FA)","11","0","4","33","8.3","0","0","1","3","0","0","8","3.6","0.5","0.0%"
"193","J.J. Arcega-Whiteside (FA)","5","0","2","36","18.0","1","0","0","0","0","0","7","3.6","0.5","0.0%"
"194","Seth Williams (LV)","1","0.2","1","34","34.0","1","0","0","0","0","0","1","3.4","3.4","0.0%"
"195","Trenton Irwin (FA)","5","0","2","34","17.0","1","0","0","0","0","0","5","3.4","0.7","0.0%"
"196","Cody Hollister (FA)","7","0","4","33","8.3","0","0","0","0","0","0","3","3.3","1.1","0.0%"
"197","Cody White (SEA)","6","1.2","5","33","6.6","0","0","0","0","0","0","6","3.3","0.6","0.0%"
"198","KJ Hill Jr. (FA)","3","0","3","30","10.0","0","0","0","0","0","0","6","3.0","0.5","0.0%"
"199","Jake Kumerow (FA)","6","0","2","28","14.0","0","0","0","0","0","0","7","2.8","0.4","0.0%"
"200","Michael Strachan (FA)","3","0","2","26","13.0","0","0","0","0","0","0","2","2.6","1.3","0.0%"
"201","Christian Blake (FA)","10","0","4","25","6.3","0","0","0","0","0","0","10","2.5","0.3","0.0%"
"202","Marcus Kemp (FA)","5","0","2","24","12.0","0","0","0","0","0","0","12","2.4","0.2","0.0%"
"203","Dazz Newsome (FA)","5","0","2","23","11.5","0","0","0","0","0","0","3","2.3","0.8","0.0%"
"204","Tylan Wallace (BAL)","6","1","2","23","11.5","0","0","0","0","0","0","10","2.3","0.2","0.6%"
"205","Keith Kirkwood (FA)","7","0","3","17","5.7","0","0","0","0","0","0","3","1.7","0.6","0.0%"
"206","Davion Davis (FA)","3","0","1","17","17.0","0","0","0","0","0","0","2","1.7","0.9","0.0%"
"207","David Sills V (ATL)","6","1.1","2","17","8.5","0","0","0","0","0","0","4","1.7","0.4","0.8%"
"208","Tyron Billy-Johnson (FA)","5","0","2","16","8.0","0","0","0","0","0","0","7","1.6","0.2","0.0%"
"209","Frank Darby (FA)","4","0","1","14","14.0","0","0","0","0","0","0","4","1.4","0.4","0.0%"
"210","Tyrell Williams (FA)","3","0","2","14","7.0","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"211","Stanley Morgan Jr. (FA)","4","0","2","11","5.5","0","0","1","3","0","0","11","1.4","0.1","0.0%"
"212","Andy Isabella (FA)","1","0","1","13","13.0","0","0","0","0","0","0","3","1.3","0.4","0.0%"
"213","Kirk Merritt (FA)","3","0","1","13","13.0","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"214","C.J. Saunders (FA)","2","0","2","11","5.5","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"215","Tarik Black (FA)","2","0","1","10","10.0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"216","Jaydon Mickens (FA)","3","0","2","10","5.0","0","0","0","0","0","0","12","1.0","0.1","0.0%"
"217","Marvin Hall (FA)","1","0","1","10","10.0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"218","Tommylee Lewis (FA)","2","0","1","7","7.0","0","0","0","0","0","0","2","0.7","0.4","0.0%"
"219","Miles Boykin (FA)","1","0","1","6","6.0","0","0","0","0","0","0","2","0.6","0.3","0.0%"
"220","Easop Winston Jr. (FA)","1","0","1","5","5.0","0","0","0","0","0","0","3","0.5","0.2","0.0%"
"221","Keke Coutee (FA)","1","0","1","5","5.0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"222","Maurice Ffrench (FA)","0","0","0","0","0","0","0","1","3","0","0","2","0.3","0.2","0.0%"
"223","Jacob Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Avery Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","1.1%"
"225","Jalen Camp (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"226","Kawaan Baker (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"227","Osirus Mitchell (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"228","Brandon Smith (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"229","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"230","Landen Akers (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","Dillon Stoner (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"232","Matt Cole (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"233","Isaiah Coulter (FA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"234","Tutu Atwell (LAR)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","1.3%"
"235","Marquez Stevenson (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"236","Josh Hammond (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"237","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"238","Pooka Williams Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"239","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"240","Allen Hurns (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"241","John Brown (FA)","3","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"242","Matthew Slater (FA)","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"243","Daurice Fountain (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
