"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"240","Braxton Berrios (HOU)","4","0.8","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.6%"
"241","Equanimeous St. Brown (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"242","Justin Hardee Sr. (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"243","Zach Pascal (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"244","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","1.0%"
"245","Cody Thompson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"246","Jalen Guyton (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"247","Tom Kennedy (DET)","1","0.2","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.6%"
"248","Deonte Harty (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"249","Laquon Treadwell (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"250","Alex Erickson (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"251","Jermaine Jackson (FA)","0","0","0","0","0","0","0","1","-1","0","0","4","-0.1","0.0","0.0%"
"252","Velus Jones Jr. (SEA)","1","0.2","1","8","8.0","0","0","3","11","0","1","2","-0.1","-0.1","0.0%"
"253","Brycen Tremayne (CAR)","1","0.2","1","-2","-2.0","0","0","0","0","0","0","2","-0.2","-0.1","0.0%"
"254","Steven Sims Jr. (FA)","0","0","0","0","0","0","0","1","0","0","1","9","-2.0","-0.2","0.0%"
"255","Kadarius Toney (FA)","1","0","0","0","0","0","0","2","-4","0","1","3","-2.4","-0.8","0.6%"
"256","Jha'Quan Jackson (FA)","3","0","1","8","8.0","0","0","1","-5","0","2","12","-3.7","-0.3","0.0%"
"257","Dee Williams (FA)","0","0","0","0","0","0","0","0","0","0","3","13","-6.0","-0.5","1.1%"
""
""
