"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"73","Dontayvion Wicks (GB)","76","16.2","39","415","10.6","4","5","0","0","0","0","17","71.5","4.2","3.8%"
"74","Darius Slayton (NYG)","71","12.9","39","573","14.7","9","2","2","17","0","0","16","71.0","4.4","31.5%"
"75","Joshua Palmer (BUF)","65","13","39","584","15.0","10","1","0","0","0","0","15","68.4","4.6","5.3%"
"76","Mack Hollins (NE)","50","10","31","378","12.2","4","5","0","0","0","0","17","67.8","4.0","3.8%"
"77","Olamide Zaccheaus (CHI)","64","12.2","45","506","11.2","5","3","1","8","0","1","17","67.4","4.0","3.1%"
"78","Marquez Valdes-Scantling (PIT)","44","9.5","19","411","21.6","8","4","1","4","0","0","13","65.5","5.0","1.1%"
"79","Devaughn Vele (NO)","55","10.8","41","475","11.6","7","3","0","0","0","0","13","65.5","5.0","13.4%"
"80","Parker Washington (JAC)","51","9.8","32","390","12.2","6","3","0","0","0","0","17","65.0","3.8","24.7%"
"81","Ricky Pearsall (SF)","46","9.1","31","400","12.9","5","3","3","45","0","0","11","62.5","5.7","59.8%"
"82","Jalen Coker (CAR)","46","9.2","32","478","14.9","6","2","0","0","0","0","11","60.6","5.5","18.2%"
"83","Elijah Moore (DEN)","102","18.6","61","538","8.8","5","1","1","1","0","0","17","59.9","3.5","0.6%"
"84","Rashid Shaheed (SEA)","41","7.2","20","349","17.5","5","3","6","29","0","1","6","59.8","10.0","56.2%"
"85","Tim Patrick (JAC)","44","8.6","33","394","11.9","6","3","0","0","0","0","16","59.4","3.7","1.1%"
"86","Tutu Atwell (LAR)","62","11.7","42","562","13.4","10","0","2","7","0","0","17","56.9","3.3","1.3%"
"87","Diontae Johnson (FA)","67","0","33","375","11.4","5","3","2","6","0","0","11","56.1","5.1","3.1%"
"88","Greg Dortch (ARI)","50","9.8","37","342","9.2","2","3","5","31","0","1","17","53.3","3.1","2.3%"
"89","David Moore (CAR)","57","11.3","32","351","11.0","2","3","1","0","0","0","17","53.1","3.1","0.8%"
"90","Cedric Tillman (CLE)","49","7.7","29","339","11.7","6","3","1","-5","0","1","11","51.4","4.7","8.4%"
"91","Noah Brown (WAS)","56","11.2","35","453","12.9","4","1","0","0","0","0","11","51.3","4.7","0.8%"
"92","Sterling Shepard (TB)","51","9.1","32","334","10.4","4","1","8","69","0","0","14","48.3","3.5","2.6%"
"93","Chris Olave (NO)","44","8.6","32","400","12.5","4","1","1","7","0","1","8","44.7","5.6","93.8%"
"94","Christian Kirk (HOU)","47","8.4","27","379","14.0","7","1","0","0","0","0","8","43.9","5.5","23.8%"
"95","Brandin Cooks (BUF)","54","10.8","26","259","10.0","3","3","3","-3","0","0","10","43.6","4.4","1.9%"
"96","Rashee Rice (KC)","29","5.2","24","288","12.0","3","2","1","1","0","0","4","40.9","10.2","87.3%"
"97","Justin Watson (HOU)","32","5.9","22","289","13.1","2","2","0","0","0","0","16","40.9","2.6","1.8%"
"98","Van Jefferson (TEN)","40","8","24","276","11.5","4","2","0","0","0","0","15","39.6","2.6","0.9%"
"99","Kalif Raymond (DET)","22","4.4","17","215","12.6","3","2","2","0","0","0","12","39.5","3.3","0.6%"
"100","Tyler Boyd (FA)","57","0","39","390","10.0","4","0","1","3","0","0","15","39.3","2.6","1.2%"
"101","Troy Franklin (DEN)","53","9.6","28","263","9.4","5","2","2","8","0","0","16","39.1","2.4","54.4%"
"102","Brandon Aiyuk (SF)","47","9.2","25","374","15.0","5","0","0","0","0","0","7","37.4","5.3","33.9%"
"103","Dyami Brown (JAC)","40","8","30","308","10.3","5","1","3","26","0","1","15","37.4","2.5","1.7%"
"104","Kendrick Bourne (SF)","38","7.6","28","305","10.9","2","1","1","6","0","0","12","37.1","3.1","4.0%"
"105","Mike Williams (FA)","34","0","21","298","14.2","6","1","0","0","0","0","14","35.8","2.6","1.2%"
"106","Tyler Johnson (NYJ)","41","7.1","26","291","11.2","4","1","0","0","0","0","11","35.1","3.2","0.6%"
"107","JuJu Smith-Schuster (KC)","26","4.8","18","231","12.8","3","2","0","0","0","0","14","35.1","2.5","1.8%"
"108","Nelson Agholor (FA)","29","0","14","231","16.5","5","2","0","0","0","0","13","35.1","2.7","1.0%"
"109","Gabe Davis (BUF)","42","8.4","20","239","12.0","6","2","0","0","0","1","10","33.9","3.4","1.1%"
"110","Lil'Jordan Humphrey (DEN)","45","8.2","31","293","9.5","5","1","0","0","0","1","14","33.3","2.4","0.7%"
"111","Curtis Samuel (BUF)","46","9.2","31","253","8.2","2","1","5","14","0","0","14","32.7","2.3","1.1%"
"112","John Metchie III (NYJ)","37","6.3","24","254","10.6","3","1","0","0","0","0","13","31.4","2.4","6.5%"
"113","DJ Turner (FA)","29","0","16","158","9.9","2","1","5","33","1","0","13","31.1","2.4","1.0%"
"114","Adonai Mitchell (NYJ)","55","9.4","23","312","13.6","4","0","4","6","0","1","17","30.8","1.8","31.3%"
"115","Jordan Whittington (LAR)","28","5.2","22","293","13.3","4","0","2","12","0","0","15","30.5","2.0","1.3%"
"116","Cedrick Wilson Jr. (MIA)","27","4.8","20","211","10.6","1","1","0","0","0","1","15","29.9","2.0","1.1%"
"117","Malik Washington (MIA)","36","6.5","26","223","8.6","2","0","5","25","1","1","14","28.8","2.1","14.4%"
"118","Derius Davis (LAC)","17","3.4","13","112","8.6","1","2","12","39","0","0","15","27.1","1.8","0.6%"
"119","Josh Reynolds (NYJ)","24","4","13","194","14.9","4","1","0","0","0","0","8","25.4","3.2","2.1%"
"120","Tylan Wallace (BAL)","12","2.5","11","193","17.5","2","1","0","0","0","0","17","25.3","1.5","0.6%"
"121","KhaDarel Hodge (ATL)","12","2.3","7","131","18.7","3","1","0","0","0","0","16","25.1","1.6","0.7%"
"122","Ryan Miller (NYG)","20","3.6","12","128","10.7","2","2","0","0","0","0","11","24.8","2.3","1.0%"
"123","Jalen Brooks (ARI)","30","5.9","12","177","14.8","2","1","0","0","0","0","14","23.7","1.7","0.6%"
"124","Trey Palmer (NO)","22","4.4","12","172","14.3","2","1","0","0","0","0","15","23.2","1.5","1.0%"
"125","Jahan Dotson (PHI)","33","7.6","19","216","11.4","2","0","1","13","0","0","17","22.9","1.3","1.1%"
"126","Malik Heath (ATL)","13","2.5","10","97","9.7","1","2","0","0","0","0","12","21.7","1.8","1.0%"
"127","Mecole Hardman Jr. (BUF)","14","2.8","12","90","7.5","0","0","5","62","1","0","12","21.2","1.8","1.1%"
"128","Ja'Lynn Polk (NO)","33","6.6","12","87","7.3","1","2","1","0","0","0","15","20.7","1.4","0.6%"
"129","Dante Pettis (NO)","28","5.6","12","120","10.0","1","1","0","0","0","0","8","20.0","2.5","0.6%"
"130","Robert Woods (FA)","30","0","20","203","10.2","2","0","0","0","0","1","14","18.3","1.3","1.2%"
"131","Bub Means (NO)","15","2.9","9","118","13.1","1","1","0","0","0","0","7","17.8","2.5","1.0%"
"132","Jamison Crowder (FA)","13","0","9","72","8.0","0","2","0","0","0","1","5","17.2","3.4","1.0%"
"133","Ashton Dulin (IND)","8","1.6","2","67","33.5","1","1","5","45","0","0","15","17.2","1.1","0.0%"
"134","Luke McCaffrey (WAS)","24","4.8","18","168","9.3","2","0","0","0","0","0","17","16.8","1.0","2.1%"
"135","Jake Bobo (SEA)","17","3.2","13","107","8.2","0","1","0","0","0","0","17","16.7","1.0","0.8%"
"136","Kevin Austin Jr. (NO)","22","4.4","11","151","13.7","2","0","1","9","0","0","8","16.0","2.0","1.2%"
"137","Jonathan Mingo (DAL)","42","6.7","17","167","9.8","2","0","2","5","0","1","16","15.2","1.0","0.6%"
"138","Bo Melton (GB)","17","3.5","8","91","11.4","1","0","8","54","0","0","17","14.5","0.9","0.8%"
"139","Trent Sherfield Sr. (NE)","10","2","8","83","10.4","0","1","0","0","0","0","15","14.3","1.0","0.0%"
"140","Tyrell Shavers (BUF)","1","0.2","1","69","69.0","1","1","0","0","0","0","3","12.9","4.3","1.0%"
"141","Rakim Jarrett (FA)","11","0","9","124","13.8","2","0","0","0","0","0","10","12.4","1.2","1.9%"
"142","Xavier Hutchinson (HOU)","26","4.8","12","117","9.8","0","0","0","0","0","0","16","11.7","0.7","1.3%"
"143","K.J. Osborn (FA)","18","0","7","57","8.1","1","1","0","0","0","0","7","11.7","1.7","2.6%"
"144","Tay Martin (FA)","2","0","1","49","49.0","1","1","0","0","0","0","1","10.9","10.9","0.0%"
"145","Ainias Smith (CAR)","9","1.8","7","41","5.9","0","1","2","6","0","0","7","10.7","1.5","1.0%"
"146","Jermaine Burton (FA)","14","0","4","107","26.8","2","0","0","0","0","0","14","10.7","0.8","0.6%"
"147","Simi Fehoko (ARI)","16","3.1","6","106","17.7","2","0","0","0","0","0","6","10.6","1.8","1.0%"
"148","Mason Tipton (NO)","26","5.1","14","99","7.1","0","0","0","0","0","0","11","9.9","0.9","0.7%"
"149","Johnny Wilson (PHI)","15","3.4","5","38","7.6","0","1","0","0","0","0","16","9.8","0.6","1.1%"
"150","Bryce Oliver (TEN)","9","1.8","6","95","15.8","1","0","0","0","0","0","10","9.5","1.0","0.0%"
"151","DJ Chark Jr. (FA)","10","0","4","31","7.8","0","1","0","0","0","0","4","9.1","2.3","1.3%"
"152","Marquise Brown (KC)","15","2.6","9","91","10.1","1","0","0","0","0","0","2","9.1","4.6","23.1%"
"153","Parris Campbell (DAL)","8","1.3","6","30","5.0","0","1","0","0","0","0","4","9.0","2.3","0.0%"
"154","Xavier Gipson (NYG)","10","1.9","6","39","6.5","0","1","1","5","0","1","17","8.4","0.5","1.1%"
"155","Zay Jones (ARI)","11","2.2","8","84","10.5","1","0","0","0","0","0","11","8.4","0.8","0.6%"
"156","Devin Duvernay (CHI)","16","3.2","11","79","7.2","1","0","4","3","0","0","13","8.2","0.6","0.6%"
"157","Ryan Flournoy (DAL)","14","2.3","10","102","10.2","1","0","0","0","0","1","11","8.2","0.7","6.6%"
"158","Devontez Walker (BAL)","3","0.6","1","21","21.0","1","1","0","0","0","0","7","8.1","1.2","0.6%"
"159","Kristian Wilkerson (FA)","3","0","2","18","9.0","0","1","0","0","0","0","1","7.8","7.8","1.0%"
"160","Jalen Reagor (FA)","12","0","7","100","14.3","2","0","3","-3","0","1","8","7.7","1.0","0.0%"
"161","Chris Conley (FA)","12","0","6","76","12.7","2","0","0","0","0","0","9","7.6","0.8","0.0%"
"162","Brandon Powell (FA)","10","0","7","71","10.1","0","0","0","0","0","0","17","7.1","0.4","1.4%"
"163","Ben Skowronek (PIT)","5","1","5","69","13.8","1","0","0","0","0","0","10","6.9","0.7","0.1%"
"164","Scotty Miller (PIT)","9","1.9","5","69","13.8","2","0","0","0","0","0","13","6.9","0.5","0.1%"
"165","Jacob Cowing (SF)","6","1.2","4","80","20.0","1","0","1","7","0","1","15","6.7","0.4","1.0%"
"166","River Cracraft (FA)","9","0","7","66","9.4","0","0","0","0","0","0","5","6.6","1.3","0.0%"
"167","Michael Woods II (FA)","17","0","7","65","9.3","0","0","0","0","0","0","5","6.5","1.3","0.0%"
"168","Jalin Hyatt (NYG)","19","3.6","8","62","7.8","0","0","0","0","0","0","16","6.2","0.4","0.9%"
"169","Ihmir Smith-Marsette (ARI)","0","0","0","0","0","0","0","0","0","0","0","15","6.0","0.4","1.0%"
"170","Laviska Shenault Jr. (FA)","5","0","5","36","7.2","0","0","1","1","0","2","10","5.7","0.6","0.0%"
"171","Odell Beckham Jr. (FA)","18","0","9","55","6.1","0","0","0","0","0","0","8","5.5","0.7","1.2%"
"172","DeAndre Carter (CLE)","14","2.2","9","72","8.0","0","0","0","0","0","1","13","5.2","0.4","0.0%"
"173","Nikko Remigio (KC)","6","1.1","2","48","24.0","2","0","0","0","0","0","5","4.8","1.0","0.6%"
"174","Tyquan Thornton (KC)","8","1.4","4","47","11.8","0","0","0","0","0","0","4","4.7","1.2","1.2%"
"175","Charlie Jones (CIN)","1","0.2","1","5","5.0","0","0","0","0","0","1","8","4.5","0.6","0.6%"
"176","Dee Eskridge (MIA)","3","0.6","3","44","14.7","1","0","0","0","0","0","6","4.4","0.7","0.0%"
"177","Cody White (SEA)","3","0.5","2","44","22.0","1","0","0","0","0","0","4","4.4","1.1","0.0%"
"178","Xavier Smith (LAR)","2","0.4","2","6","3.0","0","0","4","36","0","0","15","4.2","0.3","0.6%"
"179","Terrace Marshall Jr. (FA)","6","0","3","41","13.7","1","0","0","0","0","0","5","4.1","0.8","1.0%"
"180","Tim Jones (JAC)","5","1","3","41","13.7","1","0","0","0","0","0","8","4.1","0.5","0.0%"
"181","Dan Chisena (CAR)","4","0.8","3","37","12.3","1","0","0","0","0","0","6","3.7","0.6","0.0%"
"182","Treylon Burks (WAS)","8","1.6","4","34","8.5","0","0","2","1","0","0","5","3.5","0.7","0.6%"
"183","Britain Covey (PHI)","8","1.8","7","34","4.9","0","0","0","0","0","0","5","3.4","0.7","0.1%"
"184","Alex Bachman (LV)","3","0.5","3","31","10.3","0","0","0","0","0","0","5","3.1","0.6","0.0%"
"185","Allen Robinson II (FA)","7","0","3","30","10.0","1","0","0","0","0","0","6","3.0","0.5","1.4%"
"186","Deven Thompkins (ATL)","4","0.8","4","20","5.0","0","0","2","7","0","0","5","2.7","0.5","0.0%"
"187","David Bell (FA)","3","0","3","27","9.0","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"188","Anthony Gould (IND)","1","0.2","1","23","23.0","1","0","0","0","0","0","8","2.3","0.3","0.6%"
"189","Malachi Corley (CLE)","6","1","3","16","5.3","0","0","2","26","0","1","7","2.2","0.3","0.6%"
"190","Jamari Thrash (CLE)","7","1.3","3","22","7.3","0","0","0","0","0","0","9","2.2","0.2","0.6%"
"191","Ronnie Bell (NO)","6","1.2","2","22","11.0","0","0","0","0","0","0","4","2.2","0.6","0.0%"
"192","Austin Trammell (JAC)","3","0.6","2","40","20.0","1","0","0","0","0","1","1","2.0","2.0","0.0%"
"193","Mason Kinsey (TEN)","2","0.4","2","17","8.5","0","0","0","0","0","0","6","1.7","0.3","0.0%"
"194","Chris Blair (ATL)","2","0.4","1","17","17.0","0","0","0","0","0","0","3","1.7","0.6","0.0%"
"195","Anthony Miller (FA)","1","0","1","16","16.0","0","0","0","0","0","0","2","1.6","0.8","0.0%"
"196","Trenton Irwin (FA)","10","0","3","15","5.0","0","0","0","0","0","0","6","1.5","0.3","0.0%"
"197","Casey Washington (ATL)","2","0.4","1","14","14.0","0","0","0","0","0","0","2","1.4","0.7","0.0%"
"198","Isaiah Hodgins (NYG)","2","0.4","2","12","6.0","0","0","0","0","0","0","2","1.2","0.6","2.2%"
"199","Javon Baker (FA)","4","0","1","12","12.0","0","0","0","0","0","0","10","1.2","0.1","1.0%"
"200","Kameron Johnson (TB)","1","0.2","0","0","0","0","0","2","11","0","0","5","1.1","0.2","0.2%"
"201","Grant DuBose (FA)","4","0","2","11","5.5","0","0","0","0","0","0","2","1.1","0.6","0.0%"
"202","Trent Taylor (SF)","1","0.2","1","11","11.0","0","0","0","0","0","0","2","1.1","0.6","0.0%"
"203","Kendric Pryor (FA)","1","0","1","9","9.0","0","0","0","0","0","0","2","0.9","0.5","0.0%"
"204","Brandon Johnson (DEN)","1","0.2","1","9","9.0","0","0","0","0","0","0","3","0.9","0.3","1.0%"
"205","Ramel Keyton (FA)","3","0","1","7","7.0","0","0","0","0","0","0","3","0.7","0.2","0.0%"
"206","John Ross (FA)","2","0","1","6","6.0","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"207","Isaiah Williams (NYJ)","3","0.5","2","6","3.0","0","0","0","0","0","0","8","0.6","0.1","0.6%"
"208","Jaelon Darden (FA)","1","0","1","6","6.0","0","0","0","0","0","0","11","0.6","0.1","0.0%"
"209","Collin Johnson (FA)","2","0","1","6","6.0","0","0","0","0","0","0","6","0.6","0.1","0.0%"
"210","Robbie Chosen (FA)","4","0","1","5","5.0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"211","Tyler Scott (LAR)","1","0.2","1","5","5.0","0","0","0","0","0","0","11","0.5","0.0","1.7%"
"212","James Proche II (TEN)","3","0.6","3","21","7.0","0","0","0","0","0","1","9","0.1","0.0","0.0%"
"213","Brandon Smith (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"214","Avery Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","17","0.0","0.0","1.1%"
"215","Dez Fitzpatrick (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"216","Seth Williams (LV)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"217","KJ Hamler (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Justyn Ross (FA)","1","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"219","Brenden Rice (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"220","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"221","Jaylen Johnson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"222","Montrell Washington (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"223","Dareke Young (SEA)","1","0.2","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"224","Irvin Charles (NYJ)","1","0.2","0","0","0","0","0","0","0","0","0","11","0.0","0.0","1.1%"
"225","Kaden Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"226","Tyreik McAllister (FA)","0","0","0","0","0","0","0","2","11","0","0","2","0.0","0.0","1.0%"
"227","Skyy Moore (SF)","3","0.6","0","0","0","0","0","0","0","0","0","6","0.0","0.0","1.9%"
"228","Xavier Weaver (ARI)","2","0.4","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.1%"
"229","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","1.9%"
"230","Erik Ezukanma (FA)","2","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"231","Jalen Virgil (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"232","Roman Wilson (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"233","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","1.1%"
"234","Maurice Alexander (CHI)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","1.0%"
"235","Jalen Cropper (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"236","Elijah Cooks (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"237","Kazmeir Allen (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"238","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"239","Jordan Matthews (FA)","1","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
