"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"46","Irv Smith Jr. (FA)","36","0","25","182","7.3","0","2","0","0","0","0","8","30.2","3.8","0.0%"
"47","Shane Zylstra (DET)","15","2.9","11","60","5.5","0","4","0","0","0","0","11","30.0","2.7","0.6%"
"48","Jake Ferguson (DAL)","22","4.3","19","174","9.2","3","2","0","0","0","0","13","29.4","2.3","84.9%"
"49","Peyton Hendershot (FA)","16","0","11","103","9.4","2","2","1","2","1","0","12","28.5","2.4","0.0%"
"50","Josh Oliver (MIN)","25","4.2","14","149","10.6","1","2","0","0","0","0","12","26.9","2.2","0.7%"
"51","Adam Trautman (DEN)","22","4.4","18","207","11.5","2","1","0","0","0","0","13","26.7","2.1","0.7%"
"52","O.J. Howard (FA)","23","0","10","145","14.5","4","2","0","0","0","0","11","26.5","2.4","0.0%"
"53","Durham Smythe (CHI)","20","5.8","15","129","8.6","1","1","2","1","1","0","13","25.0","1.9","1.1%"
"54","Jonnu Smith (PIT)","38","6.7","27","245","9.1","3","0","1","5","0","0","12","25.0","2.1","31.7%"
"55","Connor Heyward (PIT)","17","3.1","12","151","12.6","2","1","2","27","0","0","17","23.8","1.4","0.0%"
"56","Teagan Quitoriano (ATL)","14","3.7","7","113","16.1","2","2","0","0","0","0","7","23.3","3.3","0.0%"
"57","Jody Fortson Jr. (FA)","13","0","9","108","12.0","2","2","0","0","0","1","10","20.8","2.1","0.0%"
"58","Eric Saubert (SEA)","24","4.6","15","148","9.9","3","1","0","0","0","0","14","20.8","1.5","1.8%"
"59","Marcedes Lewis (DEN)","7","1.4","6","66","11.0","1","2","0","0","0","0","6","20.6","3.4","0.0%"
"60","Johnny Mundt (JAC)","21","3.6","19","140","7.4","0","1","0","0","0","0","13","20.0","1.5","0.0%"
"61","Eric Tomlinson (FA)","13","0","9","79","8.8","0","2","0","0","0","0","9","19.9","2.2","0.0%"
"62","Mitchell Wilcox (FA)","18","0","17","139","8.2","0","1","0","0","0","0","9","19.9","2.2","0.0%"
"63","Ian Thomas (LV)","30","5.4","21","197","9.4","1","0","0","0","0","0","14","19.7","1.4","0.0%"
"64","Donald Parham Jr. (PIT)","12","2.2","10","130","13.0","2","1","0","0","0","0","6","19.0","3.2","1.0%"
"65","Cameron Brate (FA)","38","0","20","174","8.7","1","0","0","0","0","0","9","17.4","1.9","2.0%"
"66","James Mitchell (CAR)","11","2.5","11","113","10.3","2","1","0","0","0","0","8","17.3","2.2","0.0%"
"67","John Bates (WAS)","22","4.3","14","108","7.7","1","1","0","0","0","0","10","16.8","1.7","0.6%"
"68","Ross Dwelley (FA)","5","0","3","105","35.0","2","1","0","0","0","0","6","16.5","2.8","0.1%"
"69","Albert Okwuegbunam Jr. (LV)","18","3.4","10","95","9.5","1","1","0","0","0","0","6","15.5","2.6","0.0%"
"70","Ko Kieft (TB)","10","1.2","7","80","11.4","0","1","0","0","0","0","15","14.0","0.9","0.0%"
"71","Dan Arnold (FA)","13","0","9","135","15.0","3","0","0","0","0","0","11","13.5","1.2","0.0%"
"72","Zach Gentry (FA)","23","0","19","132","6.9","2","0","0","0","0","0","14","13.2","0.9","0.0%"
"73","Tanner Hudson (CIN)","15","2.5","10","132","13.2","1","0","0","0","0","0","6","13.2","2.2","2.3%"
"74","Brevin Jordan (HOU)","28","5.1","14","128","9.1","2","0","0","0","0","0","9","12.8","1.4","1.0%"
"75","Chris Myarick (FA)","8","0","7","65","9.3","1","1","0","0","0","0","10","12.5","1.3","0.0%"
"76","Quintin Morris (JAC)","11","2","8","84","10.5","1","1","0","0","0","1","9","12.4","1.4","1.4%"
"77","Jack Stoll (NO)","14","2.8","11","123","11.2","2","0","0","0","0","0","10","12.3","1.2","0.0%"
"78","Geoff Swaim (FA)","16","0","12","58","4.8","0","1","0","0","0","0","12","11.8","1.0","0.0%"
"79","Pharaoh Brown (ARI)","20","3.3","12","117","9.8","1","0","0","0","0","0","9","11.7","1.3","0.0%"
"80","Josiah Deguara (ARI)","15","2.6","13","114","8.8","1","0","0","0","0","0","9","11.4","1.3","0.0%"
"81","Brycen Hopkins (FA)","11","0","7","109","15.6","2","0","0","0","0","0","7","10.9","1.6","0.0%"
"82","Giovanni Ricci (FA)","9","0","8","100","12.5","1","0","0","0","0","0","11","10.0","0.9","0.0%"
"83","Anthony Firkser (DET)","13","2.5","9","100","11.1","1","0","0","0","0","0","8","10.0","1.3","0.0%"
"84","Armani Rogers (FA)","6","0","5","64","12.8","1","0","2","26","0","0","9","9.0","1.0","1.0%"
"85","Parker Hesse (FA)","11","0","9","89","9.9","1","0","0","0","0","0","12","8.9","0.7","0.0%"
"86","Kyle Rudolph (FA)","5","0","3","28","9.3","0","1","0","0","0","0","5","8.8","1.8","1.0%"
"87","Grant Calcaterra (PHI)","9","1.8","5","81","16.2","1","0","0","0","0","0","7","8.1","1.2","0.6%"
"88","Blake Bell (FA)","2","0","2","20","10.0","0","1","0","0","0","0","2","8.0","4.0","0.0%"
"89","Tre' McKitty (FA)","18","0","10","72","7.2","0","0","0","0","0","0","13","7.2","0.6","0.0%"
"90","Andrew Beck (NYJ)","11","1.9","5","69","13.8","2","0","2","0","0","0","9","6.9","0.8","0.0%"
"91","Tyler Mabry (FA)","1","0","1","7","7.0","0","1","0","0","0","0","1","6.7","6.7","0.0%"
"92","Tyler Kroft (FA)","5","0","4","57","14.3","1","0","0","0","0","0","6","5.7","1.0","0.0%"
"93","Nick Vannett (LAR)","9","1.8","6","55","9.2","0","0","0","0","0","0","7","5.5","0.8","0.0%"
"94","Charlie Kolar (BAL)","6","1.3","4","49","12.3","0","0","0","0","0","0","1","4.9","4.9","0.1%"
"95","Stephen Sullivan (FA)","6","0","2","46","23.0","1","0","0","0","0","0","9","4.6","0.5","0.0%"
"96","Trevon Wesco (FA)","4","0","2","26","13.0","1","0","0","0","0","0","6","4.6","0.8","0.0%"
"97","Chris Manhertz (NYG)","8","1.6","6","42","7.0","1","0","0","0","0","0","8","4.2","0.5","0.0%"
"98","Luke Farrell (SF)","4","0.8","4","40","10.0","0","0","0","0","0","0","4","4.0","1.0","0.6%"
"99","Kendall Blanton (FA)","2","0","2","35","17.5","1","0","0","0","0","0","2","3.5","1.8","0.0%"
"100","Ryan Griffin (FA)","8","0","4","26","6.5","0","0","0","0","0","0","10","2.6","0.3","0.0%"
"101","Tyler Davis (FA)","7","0","4","26","6.5","1","0","0","0","0","0","11","2.6","0.2","0.0%"
"102","Ben Ellefson (FA)","3","0","3","26","8.7","0","0","0","0","0","0","2","2.6","1.3","0.0%"
"103","Cole Turner (MIA)","9","1.7","2","23","11.5","0","0","0","0","0","0","7","2.3","0.3","1.0%"
"104","Jesper Horsted (FA)","4","0","3","19","6.3","0","0","0","0","0","0","5","1.9","0.4","0.0%"
"105","Maxx Williams (FA)","3","0","3","18","6.0","0","0","0","0","0","0","3","1.8","0.6","0.0%"
"106","Stone Smartt (NYJ)","5","0.9","4","17","4.3","0","0","0","0","0","0","3","1.7","0.6","1.0%"
"107","Sean McKeon (IND)","3","0.5","2","11","5.5","0","0","0","0","0","0","3","1.1","0.4","0.0%"
"108","Stephen Anderson (FA)","7","0","3","9","3.0","0","0","0","0","0","0","9","0.9","0.1","0.0%"
"109","Jeremy Ruckert (NYJ)","2","0.4","1","8","8.0","0","0","0","0","0","0","3","0.8","0.3","0.7%"
"110","Tommy Sweeney (FA)","1","0","1","7","7.0","0","0","0","0","0","0","2","0.7","0.4","0.0%"
"111","Mason Schreck (FA)","2","0","2","6","3.0","0","0","0","0","0","0","2","0.6","0.3","0.0%"
"112","Jacob Harris (FA)","1","0","1","6","6.0","0","0","0","0","0","0","3","0.6","0.2","0.0%"
"113","Devin Asiasi (FA)","4","0","2","5","2.5","0","0","0","0","0","0","5","0.5","0.1","0.0%"
"114","Richard Rodgers (FA)","4","0","1","4","4.0","0","0","0","0","0","0","3","0.4","0.1","0.0%"
"115","Hunter Long (JAC)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.6%"
"116","Kenny Yeboah (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"117","Miller Forristall (FA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Feleipe Franks (ATL)","2","0","0","0","0","0","0","1","0","0","0","7","0.0","0.0","0.0%"
"119","Charlie Woerner (ATL)","2","0.6","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.1%"
"120","Lawrence Cager (WAS)","19","3.7","13","118","9.1","1","1","0","0","0","0","6","0.0","0.0","0.0%"
"121","Noah Togiai (FA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Austin Allen (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"123","Tanner Conner (NYG)","3","0.6","0","0","0","0","0","0","0","0","0","5","0.0","0.0","1.0%"
"124","Nikola Kalinic (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Ben Mason (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Jake Tonges (SF)","1","0.2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","14.6%"
"127","Chris Pierce Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"129","Jared Pinkney (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"130","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"131","Kevin Rader (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"132","Tyree Jackson (WAS)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"133","N'Keal Harry (FA)","9","0","7","116","16.6","1","1","0","0","0","0","6","0.0","0.0","0.0%"
"134","Nick Boyle (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"135","J.P. Holtz (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","2.5%"
"137","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"138","Beau Brinkley (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.2%"
"139","Patrick Scales (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"140","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"141","Drew Sample (CIN)","2","0.4","2","-2","-1.0","0","0","0","0","0","0","2","-0.2","-0.1","1.0%"
""
""
