"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"26","Dallas Goedert (PHI)","52","12.4","42","496","11.8","6","2","0","0","0","0","10","61.6","6.2","89.5%"
"27","Will Dissly (LAC)","64","12.9","50","481","9.6","5","2","0","0","0","0","15","60.1","4.0","0.6%"
"28","Dalton Kincaid (BUF)","75","15","44","448","10.2","5","2","0","0","0","0","13","56.8","4.4","71.9%"
"29","Noah Fant (CIN)","64","10.2","48","500","10.4","3","1","0","0","0","0","14","56.0","4.0","2.6%"
"30","Brenton Strange (JAC)","53","10.4","40","411","10.3","7","2","0","0","0","1","17","51.1","3.0","46.9%"
"31","Jordan Akins (FA)","58","0","40","390","9.8","3","2","0","0","0","0","16","51.0","3.2","1.0%"
"32","AJ Barner (SEA)","38","6.9","30","245","8.2","1","4","0","0","0","0","17","48.5","2.9","31.8%"
"33","T.J. Hockenson (MIN)","62","12.1","41","455","11.1","5","0","0","0","0","0","10","45.5","4.6","74.8%"
"34","Jake Ferguson (DAL)","86","13.8","59","494","8.4","6","0","0","0","0","2","14","45.4","3.2","84.9%"
"35","Josh Oliver (MIN)","28","5.6","22","258","11.7","5","3","0","0","0","0","15","43.8","2.9","0.7%"
"36","Evan Engram (DEN)","64","11.6","47","365","7.8","2","1","0","0","0","1","9","42.5","4.7","55.8%"
"37","Ja'Tavion Sanders (CAR)","43","8.6","33","342","10.4","6","1","0","0","0","0","16","40.2","2.5","2.0%"
"38","Theo Johnson (NYG)","43","7.7","29","331","11.4","4","1","0","0","0","0","12","39.1","3.3","37.6%"
"39","Dawson Knox (BUF)","33","6.6","22","311","14.1","7","1","0","0","0","0","16","37.1","2.3","3.2%"
"40","Grant Calcaterra (PHI)","30","7.1","24","298","12.4","6","1","0","0","0","0","17","35.8","2.1","0.6%"
"41","Colby Parkinson (LAR)","49","9.2","30","294","9.8","2","1","0","0","0","0","17","35.4","2.1","19.2%"
"42","Tommy Tremble (CAR)","32","6.4","23","234","10.2","2","2","0","0","0","1","12","33.4","2.8","0.7%"
"43","Josh Whyle (GB)","37","7.8","28","248","8.9","3","1","0","0","0","0","17","32.8","1.9","1.1%"
"44","Nick Vannett (LAR)","20","3.9","17","135","7.9","1","3","0","0","0","0","13","31.5","2.4","0.0%"
"45","Adam Trautman (DEN)","22","4.1","13","188","14.5","2","2","0","0","0","0","17","30.8","1.8","0.7%"
"46","Luke Schoonmaker (DAL)","36","5.8","27","241","8.9","3","1","0","0","0","0","17","30.1","1.8","0.7%"
"47","Nate Adkins (DEN)","15","2.9","14","115","8.2","0","3","0","0","0","0","17","29.5","1.7","1.0%"
"48","Elijah Higgins (ARI)","24","4.8","20","172","8.6","1","2","0","0","0","0","17","29.2","1.7","0.6%"
"49","Johnny Mundt (JAC)","27","5.4","19","142","7.5","1","2","0","0","0","0","15","26.2","1.7","0.0%"
"50","Darnell Washington (PIT)","25","5.4","19","200","10.5","3","1","0","0","0","0","17","26.0","1.5","1.3%"
"51","Payne Durham (TB)","14","2.5","11","115","10.5","2","2","0","0","0","0","16","23.5","1.5","1.1%"
"52","Brock Wright (DET)","16","3.2","13","100","7.7","0","2","0","0","0","0","17","22.0","1.3","3.6%"
"53","Mo Alie-Cox (IND)","22","4.4","12","147","12.3","2","1","0","0","0","0","17","20.7","1.2","0.6%"
"54","Tanner Hudson (CIN)","23","3.8","19","154","8.1","0","1","1","1","0","1","11","19.5","1.8","2.3%"
"55","Charlie Kolar (BAL)","11","2.3","9","131","14.6","2","1","1","2","0","0","13","19.3","1.5","0.1%"
"56","Cade Stover (HOU)","22","4.2","15","133","8.9","1","1","0","0","0","0","15","19.3","1.3","0.6%"
"57","Stone Smartt (NYJ)","19","3.1","16","208","13.0","4","0","0","0","0","1","9","18.8","2.1","1.0%"
"58","Tyler Higbee (LAR)","12","2.3","8","66","8.3","0","2","0","0","0","0","3","18.6","6.2","3.1%"
"59","Kylen Granson (PHI)","31","7.5","14","182","13.0","3","0","0","0","0","0","16","18.2","1.1","0.7%"
"60","Drew Ogletree (IND)","14","2.8","9","109","12.1","3","1","0","0","0","0","17","16.9","1.0","1.1%"
"61","Drew Sample (CIN)","22","3.6","20","109","5.5","0","1","1","-4","0","0","17","16.5","1.0","1.0%"
"62","Erick All Jr. (CIN)","22","3.4","20","158","7.9","1","0","0","0","0","0","9","15.8","1.8","1.0%"
"63","Eric Saubert (SEA)","14","2.7","11","97","8.8","0","1","0","0","0","0","13","15.7","1.2","1.8%"
"64","Michael Mayer (LV)","32","5.3","21","156","7.4","1","0","0","0","0","0","11","15.6","1.4","10.7%"
"65","Lucas Krull (DEN)","23","4.2","19","152","8.0","1","0","0","0","0","0","13","15.2","1.2","1.8%"
"66","Daniel Bellinger (NYG)","17","3.2","14","125","8.9","0","0","0","0","0","0","17","12.5","0.7","0.6%"
"67","Blake Whiteheart (CLE)","9","1.7","6","51","8.5","1","1","0","0","0","0","11","11.1","1.0","0.0%"
"68","Kenny Yeboah (FA)","8","0","5","47","9.4","0","1","0","0","0","0","7","10.7","1.5","0.0%"
"69","Jeremy Ruckert (NYJ)","28","4.5","18","105","5.8","0","0","0","0","0","0","17","10.5","0.6","0.7%"
"70","MyCole Pruitt (FA)","10","0","6","40","6.7","0","1","0","0","0","0","8","10.0","1.3","1.0%"
"71","Connor Heyward (PIT)","8","1.7","6","40","6.7","0","1","0","0","0","0","17","10.0","0.6","0.0%"
"72","Julian Hill (MIA)","19","3.6","12","100","8.3","0","0","0","0","0","0","16","10.0","0.6","0.6%"
"73","Quintin Morris (JAC)","8","1.6","5","36","7.2","0","1","0","0","0","0","10","9.6","1.0","1.4%"
"74","Chris Manhertz (NYG)","4","0.8","3","30","10.0","0","1","0","0","0","0","17","9.0","0.5","0.0%"
"75","Brevyn Spann-Ford (DAL)","14","2.3","9","88","9.8","0","0","0","0","0","0","17","8.8","0.5","0.0%"
"76","Devin Culp (TB)","6","1.1","5","88","17.6","2","0","0","0","0","0","5","8.8","1.8","1.2%"
"77","Ben Sinnott (WAS)","5","1","5","28","5.6","0","1","0","0","0","0","17","8.8","0.5","1.4%"
"78","Harrison Bryant (HOU)","12","2.3","9","86","9.6","0","0","0","0","0","0","6","8.6","1.4","0.0%"
"79","Hayden Hurst (FA)","13","0","8","73","9.1","1","0","0","0","0","0","7","7.3","1.0","1.3%"
"80","E.J. Jenkins (PHI)","2","0.4","1","7","7.0","0","1","0","0","0","0","8","6.7","0.8","1.0%"
"81","Luke Farrell (SF)","17","3.4","12","67","5.6","0","0","0","0","0","0","12","6.7","0.6","0.6%"
"82","John Bates (WAS)","13","2.6","8","84","10.5","1","0","0","0","0","1","17","6.4","0.4","0.6%"
"83","Hunter Long (JAC)","9","1.8","7","60","8.6","0","0","0","0","0","0","11","6.0","0.5","0.6%"
"84","Durham Smythe (CHI)","17","3.4","9","53","5.9","0","0","0","0","0","0","14","5.3","0.4","1.1%"
"85","Peyton Hendershot (FA)","5","0","5","51","10.2","0","0","0","0","0","0","5","5.1","1.0","0.0%"
"86","Charlie Woerner (ATL)","12","2.4","7","46","6.6","0","0","0","0","0","0","16","4.6","0.3","0.1%"
"87","Pharaoh Brown (ARI)","12","2.4","8","65","8.1","0","0","0","0","0","1","10","4.5","0.5","0.0%"
"88","Luke Musgrave (GB)","10","2","7","45","6.4","0","0","0","0","0","0","7","4.5","0.6","2.7%"
"89","Ben Sims (MIN)","5","1","4","42","10.5","1","0","0","0","0","0","17","4.2","0.2","0.0%"
"90","Davis Allen (LAR)","13","2.5","6","39","6.5","0","0","0","0","0","0","14","3.9","0.3","0.6%"
"91","Tucker Fisk (LAC)","8","1.6","7","39","5.6","0","0","0","0","0","0","9","3.9","0.4","1.0%"
"92","Tip Reiman (ARI)","7","1.4","6","37","6.2","0","0","0","0","0","0","17","3.7","0.2","0.0%"
"93","Gerald Everett (FA)","13","0","8","36","4.5","0","0","0","0","0","0","10","3.6","0.4","1.4%"
"94","Will Mallory (IND)","8","1.6","4","29","7.3","0","0","0","0","0","0","10","2.9","0.3","1.0%"
"95","Cam Grandy (CIN)","5","0.9","5","28","5.6","0","0","0","0","0","0","8","2.8","0.4","0.0%"
"96","Greg Dulcich (MIA)","12","2.1","5","28","5.6","0","0","0","0","0","0","9","2.8","0.3","3.1%"
"97","Shane Zylstra (DET)","1","0.2","1","22","22.0","1","0","0","0","0","0","12","2.2","0.2","0.6%"
"98","Dallin Holker (FA)","4","0","3","21","7.0","0","0","0","0","0","0","12","2.1","0.2","1.0%"
"99","Jaheim Bell (PHI)","3","0.6","2","20","10.0","0","0","0","0","0","0","13","2.0","0.2","1.0%"
"100","Tanner Conner (NYG)","4","0.8","3","16","5.3","0","0","0","0","0","0","7","1.6","0.2","1.0%"
"101","Josiah Deguara (ARI)","3","0.6","3","14","4.7","0","0","0","0","0","0","7","1.4","0.2","0.0%"
"102","Jack Stoll (NO)","3","0.6","2","10","5.0","0","0","0","0","0","0","5","1.0","0.2","0.0%"
"103","Eric Tomlinson (FA)","4","0","2","9","4.5","0","0","0","0","0","0","5","0.9","0.2","0.0%"
"104","Ian Thomas (LV)","6","1","3","7","2.3","0","0","0","0","0","0","3","0.7","0.2","0.0%"
"105","Jared Wiley (KC)","1","0.2","1","7","7.0","0","0","0","0","0","0","7","0.7","0.1","1.0%"
"106","John Samuel Shenker (FA)","1","0","1","7","7.0","0","0","0","0","0","0","3","0.7","0.2","0.0%"
"107","Geoff Swaim (FA)","1","0","1","7","7.0","0","0","0","0","0","0","3","0.7","0.2","0.0%"
"108","Brevin Jordan (HOU)","3","0.6","2","7","3.5","0","0","0","0","0","0","2","0.7","0.4","1.0%"
"109","David Martin-Robinson (TEN)","2","0.4","1","6","6.0","0","0","0","0","0","0","5","0.6","0.1","0.0%"
"110","Zach Davidson (FA)","2","0","1","5","5.0","0","0","0","0","0","0","3","0.5","0.2","1.0%"
"111","Jody Fortson Jr. (FA)","3","0","1","5","5.0","0","0","0","0","0","0","3","0.5","0.2","0.0%"
"112","Ross Dwelley (FA)","1","0","1","5","5.0","0","0","0","0","0","0","4","0.5","0.1","0.1%"
"113","Marcedes Lewis (DEN)","2","0.4","1","2","2.0","0","0","0","0","0","0","6","0.2","0.0","0.0%"
"114","John FitzPatrick (GB)","1","0.2","1","2","2.0","0","0","0","0","0","0","9","0.2","0.0","0.1%"
"115","Baylor Cupp (FA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Parker Hesse (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"117","Stephen Sullivan (FA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Feleipe Franks (ATL)","3","0","1","12","12.0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"119","Tanner McLachlan (LAC)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"120","Jack Westover (NE)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"121","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","1.1%"
"122","Brenden Bates (CLE)","1","0.2","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"123","Nick Muse (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"124","Teagan Quitoriano (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","1.9%"
"126","Ko Kieft (TB)","0","0","0","0","0","0","0","0","0","0","0","17","0.0","0.0","0.0%"
"127","Brayden Willis (SF)","2","0.4","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"128","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"129","Princeton Fant (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"130","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"131","Rodney Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"132","Jake Tonges (SF)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","14.6%"
"133","Leroy Watson IV (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","1.0%"
"134","Zack Kuntz (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.5%"
"135","Thomas Odukoya (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"136","Jordan Matthews (FA)","1","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"137","Anthony Firkser (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","Andrew Beck (NYJ)","2","0.4","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"139","Irv Smith Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"140","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"141","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"142","C.J. Uzomah (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"143","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","2.5%"
"144","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"145","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"146","Patrick Scales (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
""
""
