"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"22","Cole Kmet (CHI)","93","17.9","60","612","10.2","7","0","1","0","0","0","17","61.2","3.6","4.0%"
"23","Evan Engram (DEN)","73","14.6","46","408","8.9","2","3","1","-3","0","1","15","56.5","3.8","55.8%"
"24","Mo Alie-Cox (IND)","45","9","24","316","13.2","5","4","0","0","0","0","17","55.6","3.3","0.6%"
"25","Foster Moreau (NO)","44","9.2","30","373","12.4","6","3","0","0","0","0","15","55.3","3.7","1.2%"
"26","Austin Hooper (NE)","61","11.9","38","345","9.1","4","3","0","0","0","0","15","54.5","3.6","0.6%"
"27","Jack Doyle (FA)","43","0","29","302","10.4","3","3","0","0","0","0","15","50.2","3.3","2.0%"
"28","Cameron Brate (FA)","57","0","30","245","8.2","0","4","0","0","0","0","16","48.5","3.0","2.0%"
"29","Albert Okwuegbunam Jr. (LV)","40","6.6","33","330","10.0","3","2","0","0","0","1","14","43.0","3.1","0.0%"
"30","Harrison Bryant (HOU)","28","5.6","21","233","11.1","4","3","0","0","0","0","15","41.3","2.8","0.0%"
"31","Dan Arnold (FA)","52","0","35","408","11.7","2","0","0","0","0","1","11","40.8","3.7","0.0%"
"32","Juwan Johnson (NO)","22","4.4","13","159","12.2","3","4","0","0","0","0","13","39.9","3.1","49.2%"
"33","Jonnu Smith (PIT)","45","7.1","28","294","10.5","5","1","9","40","0","0","16","39.4","2.5","31.7%"
"34","Ricky Seals-Jones (FA)","49","0","30","271","9.0","1","2","0","0","0","0","11","39.1","3.6","0.0%"
"35","Anthony Firkser (DET)","43","7.9","34","291","8.6","1","2","0","0","0","1","15","39.1","2.6","0.0%"
"36","Donald Parham Jr. (PIT)","27","4.4","20","190","9.5","1","3","0","0","0","0","14","39.0","2.8","1.0%"
"37","Geoff Swaim (FA)","40","0","31","210","6.8","2","3","0","0","0","0","16","39.0","2.4","0.0%"
"38","Ryan Griffin (FA)","42","0","27","261","9.7","4","2","0","0","0","0","14","38.1","2.7","0.0%"
"39","Hayden Hurst (FA)","31","0","26","221","8.5","1","3","0","0","0","1","12","38.1","3.2","1.3%"
"40","Jimmy Graham (FA)","23","0","14","167","11.9","2","3","0","0","0","0","11","36.7","3.3","0.1%"
"41","Josiah Deguara (ARI)","33","5.9","25","245","9.8","3","2","0","0","0","0","14","36.5","2.6","0.0%"
"42","Adam Trautman (DEN)","43","8.6","27","263","9.7","2","2","0","0","0","1","11","36.3","3.3","0.7%"
"43","Durham Smythe (CHI)","41","8.1","34","357","10.5","5","0","2","3","0","0","16","36.0","2.3","1.1%"
"44","Brevin Jordan (HOU)","28","5.5","20","178","8.9","2","3","0","0","0","0","8","35.8","4.5","1.0%"
"45","Logan Thomas (FA)","25","0","18","196","10.9","2","3","0","0","0","1","5","35.6","7.1","0.0%"
"46","MyCole Pruitt (FA)","19","0","14","145","10.4","2","3","0","0","0","0","13","34.5","2.7","1.0%"
"47","Kyle Rudolph (FA)","39","0","26","257","9.9","3","1","0","0","0","0","15","33.7","2.2","1.0%"
"48","Tommy Tremble (CAR)","35","5.9","20","180","9.0","1","1","3","11","1","0","15","33.1","2.2","0.7%"
"49","Robert Tonyan (KC)","29","4.6","18","204","11.3","4","2","0","0","0","0","8","32.4","4.1","0.0%"
"50","John Bates (WAS)","25","4.8","20","249","12.5","4","1","0","0","0","0","13","30.9","2.4","0.6%"
"51","Will Dissly (LAC)","26","4.2","21","231","11.0","5","1","0","0","0","0","13","29.1","2.2","0.6%"
"52","James O'Shaughnessy (FA)","34","0","24","244","10.2","5","0","0","0","0","0","7","26.4","3.8","0.0%"
"53","Maxx Williams (FA)","17","0","16","193","12.1","3","1","0","0","0","0","5","25.3","5.1","0.0%"
"54","Brock Wright (DET)","17","3.1","12","117","9.8","2","2","0","0","0","0","8","23.7","3.0","3.6%"
"55","Tyler Kroft (FA)","25","0","16","173","10.8","3","1","0","0","0","0","9","23.3","2.6","0.0%"
"56","Stephen Anderson (FA)","19","0","16","165","10.3","3","1","0","0","0","0","14","22.5","1.6","0.0%"
"57","Blake Jarwin (FA)","17","0","11","96","8.7","1","2","0","0","0","0","8","21.6","2.7","4.0%"
"58","Marcedes Lewis (DEN)","28","5.6","23","214","9.3","3","0","0","0","0","0","13","21.4","1.6","0.0%"
"59","Eric Ebron (FA)","18","0","12","84","7.0","0","1","1","1","1","0","8","20.5","2.6","0.0%"
"60","O.J. Howard (FA)","21","0","14","135","9.6","1","1","0","0","0","0","11","19.5","1.8","0.0%"
"61","Nick Vannett (LAR)","15","2.7","9","133","14.8","2","1","0","0","0","0","7","19.3","2.8","0.0%"
"62","Ian Thomas (LV)","30","4.9","18","188","10.4","3","0","0","0","0","0","14","18.8","1.3","0.0%"
"63","Jordan Akins (FA)","33","0","24","214","8.9","1","0","1","3","0","2","12","17.7","1.5","1.0%"
"64","Zach Gentry (FA)","25","0","19","167","8.8","2","0","0","0","0","0","10","16.7","1.7","0.0%"
"65","Pharaoh Brown (ARI)","34","6.1","23","171","7.4","2","0","0","0","0","1","13","15.1","1.2","0.0%"
"66","Jesper Horsted (FA)","3","0","2","21","10.5","0","2","0","0","0","0","4","14.1","3.5","0.0%"
"67","Chris Manhertz (NYG)","9","1.8","6","71","11.8","1","1","0","0","0","0","10","13.1","1.3","0.0%"
"68","Lee Smith (FA)","11","0","9","65","7.2","1","1","0","0","0","0","10","12.5","1.3","0.0%"
"69","Jesse James (FA)","8","0","7","62","8.9","0","1","0","0","0","0","5","12.2","2.4","0.0%"
"70","Jacob Hollister (FA)","14","0","9","55","6.1","0","1","0","0","0","0","7","11.5","1.6","1.0%"
"71","Ross Dwelley (FA)","5","0","4","51","12.8","1","1","0","0","0","0","4","11.1","2.8","0.1%"
"72","Adam Shaheen (FA)","16","0","12","110","9.2","1","0","0","0","0","0","9","11.0","1.2","0.0%"
"73","Antony Auclair (FA)","5","0","5","47","9.4","0","1","0","0","0","0","4","10.7","2.7","0.0%"
"74","Eric Saubert (SEA)","12","2.5","8","47","5.9","0","1","0","0","0","0","10","10.7","1.1","1.8%"
"75","Kylen Granson (PHI)","15","3","11","106","9.6","1","0","0","0","0","0","10","10.6","1.1","0.7%"
"76","Tommy Sweeney (FA)","12","0","9","44","4.9","0","1","0","0","0","0","7","10.4","1.5","0.0%"
"77","Chris Herndon IV (FA)","7","0","4","40","10.0","0","1","0","0","0","0","6","10.0","1.7","0.0%"
"78","Blake Bell (FA)","13","0","9","87","9.7","2","0","4","10","0","0","12","9.7","0.8","0.0%"
"79","Noah Gray (KC)","10","1.8","7","36","5.1","0","1","0","0","0","0","7","9.6","1.4","1.4%"
"80","Sean McKeon (IND)","6","1.2","4","27","6.8","0","1","0","0","0","0","5","8.7","1.7","0.0%"
"81","Tyree Jackson (WAS)","7","1.3","3","22","7.3","0","1","0","0","0","0","3","8.2","2.7","0.0%"
"82","Drew Sample (CIN)","15","2.9","11","81","7.4","0","0","0","0","0","0","10","8.1","0.8","1.0%"
"83","Chris Myarick (FA)","6","0","3","17","5.7","0","1","0","0","0","0","5","7.7","1.5","0.0%"
"84","Josh Oliver (MIN)","15","2.8","9","66","7.3","0","0","0","0","0","0","11","6.6","0.6","0.7%"
"85","Luke Farrell (SF)","11","2.2","7","56","8.0","1","0","0","0","0","0","9","5.6","0.6","0.6%"
"86","Charlie Woerner (ATL)","6","1.2","5","52","10.4","1","0","0","0","0","0","8","5.2","0.7","0.1%"
"87","Tre' McKitty (FA)","8","0","6","45","7.5","0","0","0","0","0","0","6","4.5","0.8","0.0%"
"88","Parker Hesse (FA)","6","0","5","43","8.6","0","0","0","0","0","0","4","4.3","1.1","0.0%"
"89","Darren Fells (FA)","5","0","4","43","10.8","1","0","0","0","0","0","3","4.3","1.4","0.0%"
"90","Garrett Griffin (FA)","4","0","4","39","9.8","0","0","0","0","0","0","5","3.9","0.8","0.0%"
"91","Kendall Blanton (FA)","7","0","4","37","9.3","1","0","0","0","0","0","4","3.7","0.9","0.0%"
"92","Kenny Yeboah (FA)","3","0","2","36","18.0","1","0","0","0","0","0","3","3.6","1.2","0.0%"
"93","Tyler Davis (FA)","5","0","4","35","8.8","1","0","0","0","0","0","8","3.5","0.4","0.0%"
"94","Trevon Wesco (FA)","5","0","3","35","11.7","0","0","0","0","0","0","8","3.5","0.4","0.0%"
"95","Dominique Dafney (FA)","4","0","2","34","17.0","1","0","0","0","0","0","6","3.4","0.6","0.0%"
"96","Shane Zylstra (DET)","7","1.3","3","34","11.3","0","0","0","0","0","0","3","3.4","1.1","0.6%"
"97","Kaden Smith (FA)","3","0","3","33","11.0","1","0","0","0","0","0","4","3.3","0.8","0.0%"
"98","Colby Parkinson (LAR)","8","1.4","5","33","6.6","0","0","0","0","0","0","6","3.3","0.6","19.2%"
"99","Jeremy Sprinkle (FA)","3","0","3","31","10.3","0","0","0","0","0","0","6","3.1","0.5","0.0%"
"100","Tommy Hudson (FA)","6","0","3","31","10.3","0","0","0","0","0","0","4","3.1","0.8","0.0%"
"101","Daniel Brown (FA)","2","0","2","29","14.5","1","0","0","0","0","0","3","2.9","1.0","0.0%"
"102","Jack Stoll (NO)","5","1","4","22","5.5","0","0","0","0","0","0","6","2.2","0.4","0.0%"
"103","Mitchell Wilcox (FA)","5","0","3","16","5.3","0","0","0","0","0","0","4","1.6","0.4","0.0%"
"104","Cethan Carter (FA)","2","0","2","16","8.0","0","0","0","0","0","0","8","1.6","0.2","0.0%"
"105","Derek Carrier (FA)","2","0","2","13","6.5","0","0","0","0","0","0","2","1.3","0.7","0.0%"
"106","Luke Stocker (FA)","2","0","2","12","6.0","0","0","0","0","0","0","6","1.2","0.2","1.2%"
"107","Richard Rodgers (FA)","2","0","2","11","5.5","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"108","Demetrius Harris (FA)","6","0","3","10","3.3","0","0","0","0","0","0","10","1.0","0.1","0.0%"
"109","Brycen Hopkins (FA)","1","0","1","9","9.0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"110","Johnny Mundt (JAC)","1","0.2","1","9","9.0","0","0","0","0","0","0","3","0.9","0.3","0.0%"
"111","Kevin Rader (FA)","3","0","2","8","4.0","0","0","0","0","0","0","3","0.8","0.3","0.0%"
"112","Ethan Wolf (FA)","2","0","2","8","4.0","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"113","Hunter Long (JAC)","3","0.6","1","8","8.0","0","0","0","0","0","0","3","0.8","0.3","0.6%"
"114","Eric Tomlinson (FA)","2","0","1","7","7.0","0","0","0","0","0","0","7","0.7","0.1","0.0%"
"115","Nick Boyle (FA)","2","0","1","2","2.0","0","0","0","0","0","0","2","0.2","0.1","0.0%"
"116","Miller Forristall (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"117","Farrod Green (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Rashod Berry (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"119","Giovanni Ricci (FA)","2","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"120","Sammis Reyes (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"121","Jacob Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Ben Ellefson (FA)","1","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"123","Briley Moore (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"124","Noah Togiai (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Feleipe Franks (ATL)","0","0","0","0","0","0","0","3","6","0","0","6","0.0","0.0","0.0%"
"126","Jake Hausmann (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","Jody Fortson Jr. (FA)","5","0","5","47","9.4","1","2","0","0","0","0","4","0.0","0.0","0.0%"
"128","Nick Ralston (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"129","Stephen Sullivan (FA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"130","Clark Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"131","Colin Thompson (FA)","1","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"132","Darrell Daniels (FA)","4","0","1","0","0.0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"133","Taysom Hill (NO)","6","1.2","4","52","13.0","0","0","70","374","5","0","12","0.0","0.0","19.8%"
"134","Deon Yelder (FA)","1","0","1","0","0.0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"135","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"136","Antonio Gandy-Golden (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"137","Jared Pinkney (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","Codey McElroy (FA)","1","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"139","N'Keal Harry (FA)","22","0","12","184","15.3","3","0","0","0","0","1","10","0.0","0.0","0.0%"
"140","Andrew Beck (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"141","J.P. Holtz (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"142","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"143","Patrick Scales (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"144","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"145","Daniel Helm (FA)","2","0","1","-1","-1.0","0","0","0","0","0","0","3","-0.1","0.0","0.0%"
""
""
