"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"26","Chig Okonkwo (TEN)","77","16.1","54","528","9.8","6","1","2","6","0","0","17","59.4","3.5","16.3%"
"27","Donald Parham Jr. (PIT)","41","8.2","27","285","10.6","2","4","0","0","0","0","14","52.5","3.8","1.0%"
"28","Tucker Kraft (GB)","40","7.3","31","355","11.5","5","2","0","0","0","0","17","47.5","2.8","45.9%"
"29","Pat Freiermuth (PIT)","47","9.5","32","308","9.6","3","2","0","0","0","0","12","44.8","3.7","8.9%"
"30","Michael Mayer (LV)","40","7.6","27","304","11.3","2","2","0","0","0","0","14","44.4","3.2","10.7%"
"31","Kylen Granson (PHI)","50","9.8","30","368","12.3","5","1","1","2","0","0","15","43.0","2.9","0.7%"
"32","Noah Gray (KC)","41","6.8","28","305","10.9","4","2","1","1","0","0","17","42.6","2.5","1.4%"
"33","Noah Fant (CIN)","43","7.2","32","414","12.9","7","0","0","0","0","0","17","41.4","2.4","2.6%"
"34","Tanner Hudson (CIN)","50","8.3","39","352","9.0","3","1","0","0","0","0","12","41.2","3.4","2.3%"
"35","Luke Musgrave (GB)","46","8.1","34","352","10.4","5","1","0","0","0","0","11","41.2","3.7","2.7%"
"36","Adam Trautman (DEN)","35","7","22","204","9.3","2","3","0","0","0","0","17","38.4","2.3","0.7%"
"37","Tommy Tremble (CAR)","32","6.3","23","194","8.4","2","3","0","0","0","0","16","37.4","2.3","0.7%"
"38","Colby Parkinson (LAR)","34","6.2","25","247","9.9","5","2","0","0","0","0","15","36.7","2.4","19.2%"
"39","Durham Smythe (CHI)","43","8.7","35","366","10.5","3","0","0","0","0","0","13","36.6","2.8","1.1%"
"40","Mike Gesicki (CIN)","45","7.4","29","244","8.4","0","2","0","0","0","0","15","36.4","2.4","7.0%"
"41","Mo Alie-Cox (IND)","22","4.1","13","161","12.4","2","3","0","0","0","0","17","36.1","2.1","0.6%"
"42","Brevin Jordan (HOU)","21","3.9","17","219","12.9","3","2","0","0","0","0","13","33.9","2.6","1.0%"
"43","Dawson Knox (BUF)","36","6.8","22","186","8.5","0","2","0","0","0","0","12","32.6","2.7","3.2%"
"44","Josh Oliver (MIN)","28","4.5","22","213","9.7","3","2","0","0","0","1","17","31.3","1.8","0.7%"
"45","Drew Sample (CIN)","27","4.7","22","163","7.4","1","2","0","0","0","0","17","28.3","1.7","1.0%"
"46","Jimmy Graham (FA)","7","0","6","39","6.5","0","4","0","0","0","0","6","27.9","4.7","0.1%"
"47","Andrew Beck (NYJ)","13","2.6","11","55","5.0","1","2","5","3","1","1","13","27.8","2.1","0.0%"
"48","Drew Ogletree (IND)","21","3.9","9","147","16.3","4","2","0","0","0","0","12","26.7","2.2","1.1%"
"49","Daniel Bellinger (NYG)","28","5.6","25","255","10.2","4","0","0","0","0","0","17","25.5","1.5","0.6%"
"50","Foster Moreau (NO)","25","4.3","21","193","9.2","1","1","0","0","0","0","15","25.3","1.7","1.2%"
"51","Harrison Bryant (HOU)","20","3.8","13","81","6.2","1","3","5","8","0","1","15","24.9","1.7","0.0%"
"52","Pharaoh Brown (ARI)","15","3","13","208","16.0","5","1","0","0","0","1","11","24.8","2.3","0.0%"
"53","Zach Ertz (WAS)","43","7.2","27","187","6.9","0","1","0","0","0","0","7","24.7","3.5","40.0%"
"54","Hayden Hurst (FA)","32","0","18","184","10.2","1","1","0","0","0","0","10","24.4","2.4","1.3%"
"55","Austin Hooper (NE)","31","6.1","25","234","9.4","2","0","0","0","0","0","16","23.4","1.5","0.6%"
"56","Will Dissly (LAC)","22","3.7","17","172","10.1","2","1","0","0","0","0","13","23.2","1.8","0.6%"
"57","Johnny Mundt (JAC)","23","4","17","172","10.1","2","1","0","0","0","0","11","23.2","2.1","0.0%"
"58","Elijah Higgins (ARI)","19","3.7","14","163","11.6","3","1","0","0","0","0","11","22.3","2.0","0.6%"
"59","Stone Smartt (NYJ)","21","3.8","11","155","14.1","3","1","0","0","0","0","12","21.5","1.8","1.0%"
"60","Will Mallory (IND)","26","4.8","18","207","11.5","1","0","0","0","0","0","12","20.7","1.7","1.0%"
"61","Luke Schoonmaker (DAL)","15","2.7","8","65","8.1","0","2","0","0","0","0","17","18.5","1.1","0.7%"
"62","MyCole Pruitt (FA)","12","0","9","110","12.2","2","1","0","0","0","0","11","17.0","1.5","1.0%"
"63","Connor Heyward (PIT)","34","6.8","23","167","7.3","0","0","1","0","0","0","17","16.7","1.0","0.0%"
"64","Lucas Krull (DEN)","14","2.8","8","95","11.9","1","1","0","0","0","0","7","15.5","2.2","1.8%"
"65","Davis Allen (LAR)","11","2","10","95","9.5","1","1","0","0","0","0","15","15.5","1.0","0.6%"
"66","Irv Smith Jr. (FA)","26","0","18","115","6.4","0","1","0","0","0","1","11","15.5","1.4","0.0%"
"67","Luke Farrell (SF)","15","3.1","13","155","11.9","2","0","0","0","0","0","10","15.5","1.6","0.6%"
"68","Josh Whyle (GB)","15","2.9","9","94","10.4","1","1","0","0","0","0","11","15.4","1.4","1.1%"
"69","Jeremy Ruckert (NYJ)","22","4","16","151","9.4","1","0","0","0","0","0","15","15.1","1.0","0.7%"
"70","Brock Wright (DET)","14","2.6","13","91","7.0","1","1","0","0","0","0","14","15.1","1.1","3.6%"
"71","John Bates (WAS)","28","4.7","19","151","7.9","1","0","0","0","0","0","17","15.1","0.9","0.6%"
"72","Charlie Kolar (BAL)","9","1.8","7","87","12.4","0","1","0","0","0","0","14","14.7","1.1","0.1%"
"73","Jordan Akins (FA)","23","0","15","132","8.8","1","0","0","0","0","0","13","13.2","1.0","1.0%"
"74","Stephen Sullivan (FA)","24","0","12","125","10.4","1","0","0","0","0","0","11","12.5","1.1","0.0%"
"75","Cole Turner (MIA)","15","2.9","11","120","10.9","2","0","0","0","0","0","12","12.0","1.0","1.0%"
"76","C.J. Uzomah (FA)","12","0","8","58","7.3","0","1","0","0","0","0","8","11.8","1.5","0.0%"
"77","Robert Tonyan (KC)","17","3","11","112","10.2","1","0","0","0","0","0","12","11.2","0.9","0.0%"
"78","Brenton Strange (JAC)","9","1.5","5","35","7.0","0","1","0","0","0","0","14","9.5","0.7","46.9%"
"79","Geoff Swaim (FA)","11","0","10","94","9.4","1","0","0","0","0","0","9","9.4","1.0","0.0%"
"80","Marcedes Lewis (DEN)","5","1","4","29","7.3","0","1","0","0","0","0","6","8.9","1.5","0.0%"
"81","Quintin Morris (JAC)","3","0.5","2","26","13.0","0","1","0","0","0","0","3","8.6","2.9","1.4%"
"82","Ben Sims (MIN)","6","1.2","4","21","5.3","0","1","0","0","0","0","16","8.1","0.5","0.0%"
"83","Brycen Hopkins (FA)","7","0","5","78","15.6","2","0","0","0","0","0","5","7.8","1.6","0.0%"
"84","Blake Bell (FA)","9","0","5","26","5.2","0","1","0","0","0","1","7","6.6","0.9","0.0%"
"85","Josiah Deguara (ARI)","8","1.5","8","65","8.1","0","0","0","0","0","0","9","6.5","0.7","0.0%"
"86","Ko Kieft (TB)","5","0.9","1","2","2.0","0","1","0","0","0","0","16","6.2","0.4","0.0%"
"87","Darnell Washington (PIT)","10","2","7","61","8.7","0","0","0","0","0","0","17","6.1","0.4","1.3%"
"88","Payne Durham (TB)","7","1.4","5","58","11.6","1","0","0","0","0","0","13","5.8","0.4","1.1%"
"89","Mitchell Wilcox (FA)","12","0","9","56","6.2","0","0","0","0","0","0","12","5.6","0.5","0.0%"
"90","Ian Thomas (LV)","9","1.8","5","56","11.2","1","0","0","0","0","0","8","5.6","0.7","0.0%"
"91","Grant Calcaterra (PHI)","4","0.8","4","39","9.8","0","0","0","0","0","0","14","3.9","0.3","0.6%"
"92","Peyton Hendershot (FA)","7","0","4","38","9.5","1","0","1","0","0","0","8","3.8","0.5","0.0%"
"93","Jack Stoll (NO)","8","1.3","5","38","7.6","0","0","0","0","0","0","7","3.8","0.5","0.0%"
"94","Teagan Quitoriano (ATL)","3","0.6","2","33","16.5","1","0","0","0","0","0","3","3.3","1.1","0.0%"
"95","Charlie Woerner (ATL)","3","0.6","3","32","10.7","1","0","0","0","0","0","10","3.2","0.3","0.1%"
"96","James Mitchell (CAR)","2","0.4","2","28","14.0","1","0","0","0","0","0","2","2.8","1.4","0.0%"
"97","Julian Hill (MIA)","9","1.8","6","48","8.0","0","0","0","0","0","1","15","2.8","0.2","0.6%"
"98","Kenny Yeboah (FA)","4","0","2","28","14.0","1","0","0","0","0","0","3","2.8","0.9","0.0%"
"99","Greg Dulcich (MIA)","4","0.8","3","25","8.3","0","0","0","0","0","0","2","2.5","1.3","3.1%"
"100","Nick Muse (FA)","1","0","1","22","22.0","1","0","0","0","0","0","1","2.2","2.2","0.0%"
"101","Nate Adkins (DEN)","5","1","4","22","5.5","0","0","0","0","0","0","10","2.2","0.2","1.0%"
"102","Trevon Wesco (FA)","3","0","1","21","21.0","1","0","0","0","0","0","6","2.1","0.4","0.0%"
"103","Chris Manhertz (NYG)","4","0.8","2","16","8.0","0","0","0","0","0","0","7","1.6","0.2","0.0%"
"104","Ross Dwelley (FA)","2","0","1","12","12.0","0","0","0","0","0","0","12","1.2","0.1","0.1%"
"105","John FitzPatrick (GB)","1","0.2","1","12","12.0","0","0","0","0","0","0","3","1.2","0.4","0.1%"
"106","Eric Saubert (SEA)","3","0.6","3","12","4.0","0","0","0","0","0","0","3","1.2","0.4","1.8%"
"107","Tucker Fisk (LAC)","1","0.2","1","9","9.0","0","0","0","0","0","0","2","0.9","0.5","1.0%"
"108","Kevin Rader (FA)","3","0","1","6","6.0","0","0","0","0","0","0","7","0.6","0.1","0.0%"
"109","Cole Fotheringham (FA)","1","0","1","6","6.0","0","0","0","0","0","0","1","0.6","0.6","1.1%"
"110","Jesper Horsted (FA)","1","0","1","4","4.0","0","0","0","0","0","0","5","0.4","0.1","0.0%"
"111","Nick Vannett (LAR)","1","0.2","1","3","3.0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"112","Giovanni Ricci (FA)","1","0","1","2","2.0","0","0","0","0","0","0","5","0.2","0.0","0.0%"
"113","Hunter Long (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"114","Tre' McKitty (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"115","Sean McKeon (IND)","2","0.4","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"116","Lawrence Cager (WAS)","5","0.8","4","36","9.0","0","1","0","0","0","0","5","0.0","0.0","0.0%"
"117","Dalton Keene (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Tanner Conner (NYG)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","1.0%"
"119","Chris Pierce Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"121","Henry Pearson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"123","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"124","Derek Parish (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Rodney Williams (FA)","2","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"126","Zack Kuntz (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","2.5%"
"127","Jordan Thomas (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Darrell Daniels (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"129","Parker Hesse (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"130","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"131","Matt Sokol (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"132","Albert Okwuegbunam Jr. (LV)","1","0.2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"133","Tyler Kroft (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"134","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","2.5%"
"135","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","Stephen Anderson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"137","Tyler Ott (WAS)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"138","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"139","Patrick Scales (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"140","David Wells (FA)","2","0","2","-10","-5.0","0","0","0","0","0","0","1","-1.0","-1.0","0.0%"
""
""
